ORDER	FAMILY	SPECIES	JUSTIFICATION	COPO	NHM	WYTHAM	TOL_SCOTLAND	long_list	family_representative	sample_collected
Diptera	Stenomicridae	Podocera delicata	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Diptera	Stratiomyidae	Chloromyia formosa	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Stratiomyidae	Stratiomys potamida	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Strongylophthalmyiidae	Strongylophthalmyia ustulata	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Diptera	Syrphidae	Blera fallax	Community survey	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Syrphidae	Merodon equestris	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Tabanidae	Tabanus bromius	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Tabanidae	Hybomitra distinguenda	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Tachinidae	Eriothrix rufomaculata	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Tachinidae	Tachina fera	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Tanypezidae	Tanypeza longimana	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Diptera	Tephritidae	Anomoia purmunda	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Tephritidae	Euleia heraclei	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Thaumaleidae	Thaumalea testacea	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Thaumaleidae	Thaumalea verralli	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Therevidae	Pandivirilia melaleuca	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Therevidae	Thereva nobilitata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Tipulidae	Tipula paludosa	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Tipulidae	Nephrotoma flavipalpis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Trichoceridae	Trichocera regelationis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Diptera	Trichoceridae	Trichocera annulata	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Diptera	Trixoscelididae	Trixoscelis obscurella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Diptera	Trixoscelididae	Trixoscelis frontalis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Diptera	Ulidiidae	Herina lugubris	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Ulidiidae	Herina nigrina	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Xylomyidae	Solva marginata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Xylomyidae	Xylomya maculata	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Diptera	Xylophagidae	Xylophagus ater	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Diptera	Xylophagidae	Xylophagus cinctus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Ephemeroptera	Ameletidae	Ameletus inopinatus	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Arthropleidae	Arthroplea congener	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Baetidae	Cloeon dipterum	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Baetidae	Baetis scambus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Caenidae	Caenis horaria	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Caenidae	Caenis luctuosa	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Ephemerellidae	Ephemerella notata	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Ephemerellidae	Serratella ignita	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Ephemeridae	Ephemera danica	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Ephemeridae	Ephemera vulgata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Heptageniidae	Heptagenia sulphurea	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Heptageniidae	Ecdyonurus torrentis	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Potamanthidae	Potamanthus luteus	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Siphlonuridae	Siphlonurus alternatus	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Ephemeroptera	Siphlonuridae	Siphlonurus lacustris	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Acanthosomatidae	Acanthosoma haemorrhoidale	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Acanthosomatidae	Elasmucha grisea	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Adelgidae	Adelges laricis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Adelgidae	Sacchiphantes abietis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Aleyrodidae	Aleyrodes lonicerae	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Aleyrodidae	Aleyrodes proletella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Alydidae	Alydus calcaratus	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Anthocoridae	Anthocoris nemorum	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Anthocoridae	Anthocoris nemoralis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Aphalaridae	Aphalara exilis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Aphalaridae	Aphalara polygoni	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Aphelocheiridae	Aphelocheirus aestivalis	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Aphididae	Aphis fabae	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Aphididae	Macrosiphum rosae	Community survey	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Aphrophoridae	Aphrophora alni	Availability	COLLECTED	NHM	WW	SAN	DTOL	DTOL	DTOL
Hemiptera	Aphrophoridae	Philaenus spumarius	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Aradidae	Aneurus avenius	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Aradidae	Aradus depressus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Asterolecaniidae	Asterodiaspis quercicola	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Asterolecaniidae	Bambusaspis bambusae	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Berytidae	Metatropis rufescens	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Berytidae	Neides tipularius	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Calophyidae	Calophya rhois	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Ceratocombidae	Ceratocombus coleoptratus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Cercopidae	Cercopis vulnerata	Monospecific family	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Cicadellidae	Macrosteles quadripunctulatus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Cicadellidae	Ledra aurita	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Cixiidae	Tachycixius pilosus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Cixiidae	Cixius nervosus	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Coccidae	Coccus hesperidum	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Coccidae	Pulvinaria regalis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Coreidae	Coreus marginatus	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Coreidae	Gonocerus acuteangulatus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Corixidae	Corixa punctata	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Corixidae	Cymatia coleoptrata	Identifiability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Cydnidae	Legnotus limbosus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Cydnidae	Tritomegas bicolor	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Delphacidae	Euides speciosa	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Delphacidae	Conomelus anceps	Availability	COLLECTED	NOT COLLECTED	WW	SAN	DTOL	DTOL	DTOL
Hemiptera	Diaspididae	Chionaspis salicis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Diaspididae	Unaspis euonymi	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Eriococcidae	Acanthococcus devoniensis	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Gerridae	Gerris lacustris	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Gerridae	Gerris odontogaster 	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Hebridae	Hebrus ruficeps	Dispecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Hebridae	Hebrus pusillus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Homotomidae	Homotoma ficus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Hydrometridae	Hydrometra stagnorum	Dispecific family	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Hydrometridae	Hydrometra gracilenta	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Issidae	Issus coleoptratus	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Issidae	Issus muscaeformis	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Leptopodidae	Leptopus marmoratus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Liviidae	Livia juncorum	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Liviidae	Livia crefeldensis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Lygaeidae	Kleidocerys resedae	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Lygaeidae	Orsillus depressus	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Margarodidae	Icerya purchasi	Monospecific family	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Membracidae	Centrotus cornutus	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Membracidae	Gargara genistae	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Mesoveliidae	Mesovelia furcata	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Microphysidae	Loricula elegantula	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Microphysidae	Loricula pselaphiformis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Miridae	Lygus pratensis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Miridae	Grypocoris stysi	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Nabidae	Nabis ferus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Nabidae	Himacerus apterus	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Naucoridae	Ilyocoris cimicoides	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Naucoridae	Naucoris maculatus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Nepidae	Nepa cinerea	Dispecific family	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Nepidae	Ranatra linearis	Dispecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Notonectidae	Notonecta glauca	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Notonectidae	Notonecta viridis	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Ortheziidae	Arctorthezia cataphracta	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Ortheziidae	Newsteadia floccosa	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Pentatomidae	Palomena prasina	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Pentatomidae	Pentatoma rufipes	Availability	COLLECTED	NHM	WW	SAN	DTOL	DTOL	DTOL
Hemiptera	Phylloxeridae	Viteus vitifoliae	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Phylloxeridae	Phylloxera glabra	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Piesmatidae	Parapiesma quadratum	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Piesmatidae	Piesma maculatum	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Pleidae	Plea minutissima	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Pseudococcidae	Planococcus citri	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Pseudococcidae	Pseudococcus longispinus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Psyllidae	Psylla betulae	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Psyllidae	Psylla alni	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Pyrrhocoridae	Pyrrhocoris apterus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Reduviidae	Reduvius personatus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Reduviidae	Empicoris vagabundus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Rhopalidae	Corizus hyoscyami	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Rhopalidae	Rhopalus subrufus	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Saldidae	Chartoscirta cincta	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Saldidae	Saldula saltatoria	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Scutelleridae	Eurygaster testudinaria	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Scutelleridae	Eurygaster maura	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Tettigometridae	Tettigometra impressopunctata	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Thyreocoridae	Thyreocoris scarabaeoides	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Tingidae	Tingis cardui	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Tingidae	Tingis ampliata	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Triozidae	Trioza urticae	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Triozidae	Trioza remota	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Ulopidae	Ulopa reticulata	Dispecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Ulopidae	Utecha trivia	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hemiptera	Veliidae	Velia caprai	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hemiptera	Veliidae	Microvelia reticulata	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Andrenidae	Andrena cineraria	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Andrenidae	Panurgus banksianus	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Aphelinidae	Aphelinus asychis	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Aphelinidae	Marietta picta	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Apidae	Bombus lapidarius	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Apidae	Bombus hypnorum	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Argidae	Arge pagana	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Argidae	Arge nigripes	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Astatidae	Astata boops	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Astatidae	Dryudella pinguis	dispecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Aulacidae	Aulacus striatus	monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Azotidae	Ablerus celsus	monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Bembicidae	Nysson spinosus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Bembicidae	Gorytes quadrifasciatus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Bethylidae	Pseudisobrachium subcyaneum	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Bethylidae	Bethylus cephalotes	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Blasticotomidae	Blasticotoma filiceti	monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Braconidae	Aleiodes testaceus	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Braconidae	Dinocampus coccinellae	research	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Cephidae	Cephus spinipes	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Cephidae	Cephus nigrinus	Availability	NOT COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Ceraphronidae	Lagynodes pallidus		NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Chalcididae	Brachymeria tibialis	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Chalcididae	Chalcis sispes	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Chrysididae	Chrysis angustula	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Chrysididae	Trichrysis cyanea	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Cimbicidae	Abia aenea	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Cimbicidae	Abia sericea	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Colletidae	Colletes hederae	Community survey	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Colletidae	Hylaeus communis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Crabronidae	Ectemnius continuus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Crabronidae	Crabro cribrarius	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Cynipidae	Biorhiza pallida	Community survey	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Cynipidae	Diplolepis rosae	Community survey	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Diapriidae	Platymischus dilatatus	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Diapriidae	Belyta depressa	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
