family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Nymphalidae	Pronophila	intercidona thelebina	Pronophila intercidona thelebina	29	29	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Pronophila intercidona thelebina	NA	NA
Nymphalidae	Pseudacraea	gottbergi	Pseudacraea gottbergi	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pseudacraea gottbergi	NA	NA
Nymphalidae	Pseudodebis	dubiosa	Pseudodebis dubiosa	11	11	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Pseudodebis dubiosa	NA	NA
Nymphalidae	Pseudoscada	acilla quadrifasciata	Pseudoscada acilla quadrifasciata	31	31	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Pseudoscada acilla quadrifasciata	NA	NA
Nymphalidae	Pteronymia	hara semonis	Pteronymia hara semonis	54	54	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Pteronymia hara semonis	NA	NA
Nymphalidae	Pteronymia	sao guntheri	Pteronymia sao guntheri	15	15	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Pteronymia sao guntheri	NA	NA
Nymphalidae	Pteronymia	zerlina nubivaga	Pteronymia zerlina nubivaga	26	26	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Pteronymia zerlina nubivaga	NA	NA
Nymphalidae	Pyrameis	atalanta	Pyrameis atalanta	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pyrameis atalanta	NA	NA
Nymphalidae	Pyrameis	cardui	Pyrameis cardui	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pyrameis cardui	NA	NA
Nymphalidae	Pyrrhogyra	neaerea ophni a	Pyrrhogyra neaerea ophni a	29	29	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Pyrrhogyra neaerea ophni a	NA	NA
Nymphalidae	Pyrrhogyra	neaerea ophni b	Pyrrhogyra neaerea ophni b	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Pyrrhogyra neaerea ophni b	NA	NA
Nymphalidae	Rhodussa	cantobrica nundina, ssp. nov	Rhodussa cantobrica nundina, ssp. nov	50-51	50	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Rhodussa cantobrica nundina, ssp. nov	NA	NA
Nymphalidae	Scada	batesi quotidiana	Scada batesi quotidiana	43	43	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Scada batesi quotidiana	NA	NA
Nymphalidae	Scada	ethica	Scada ethica	21	21	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Scada ethica	NA	NA
Nymphalidae	Sephisa	daimio	Sephisa daimio	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Sephisa daimio	NA	NA
Nymphalidae	Siderone	nemesis	Siderone nemesis	21	21	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Siderone nemesis	NA	NA
Nymphalidae	Speyeria	aphrodite ethne	Speyeria aphrodite ethne	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Speyeria aphrodite ethne	NA	NA
Nymphalidae	Speyeria	atlantis nikias	Speyeria atlantis nikias	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Speyeria atlantis nikias	NA	NA
Nymphalidae	Speyeria	coronia halcyone	Speyeria coronia halcyone	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Speyeria coronia halcyone	NA	NA
Nymphalidae	Speyeria	hydaspe sakuntala	Speyeria hydaspe sakuntala	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Speyeria hydaspe sakuntala	NA	NA
Nymphalidae	Speyeria	marmonia eurynome	Speyeria marmonia eurynome	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Speyeria marmonia eurynome	NA	NA
Nymphalidae	Splendeuptychia	cosmophila	Splendeuptychia cosmophila	35	35	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Splendeuptychia cosmophila	NA	NA
Nymphalidae	Steremnia	pronophila	Steremnia pronophila	13	13	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Steremnia pronophila	NA	NA
Nymphalidae	Sumalia	zayla	Sumalia zayla	30	30	Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152.	3	Sumalia zayla	NA	NA
Nymphalidae	Tacoraea	cama	Tacoraea cama	30	30	Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98.	3	Tacoraea cama	NA	NA
Nymphalidae	Tacoraea	nefte seitzi	Tacoraea nefte seitzi	30	30	Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74.	3	Tacoraea nefte seitzi	NA	NA
Nymphalidae	Tacoraea	perius	Tacoraea perius	30	30	Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98.	3	Tacoraea perius	NA	NA
Nymphalidae	Tacoraea	selenophera	Tacoraea selenophera	30	30	Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98.	3	Tacoraea selenophera	NA	NA
Nymphalidae	Talamancana	lonera	Talamancana lonera	20	20	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Talamancana lonera	NA	NA
Nymphalidae	Taygetis	araguaia	Taygetis araguaia	10	10	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Taygetis araguaia	NA	NA
Nymphalidae	Taygetis	kena	Taygetis kena	12	12	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Taygetis kena	NA	NA
Nymphalidae	Temenis	huebneri	Temenis huebneri	7	7	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Temenis huebneri	NA	NA
Nymphalidae	Temenis	laothoe bahiana	Temenis laothoe bahiana	13	13	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Temenis laothoe bahiana	NA	NA
Nymphalidae	Thaler	opis jonia	Thaler opis jonia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Thaler opis jonia	NA	NA
Nymphalidae	Tigridia	acesta latifascia	Tigridia acesta latifascia	30	30	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Tigridia acesta latifascia	NA	NA
Nymphalidae	Vanessa	cashmirensis aesis	Vanessa cashmirensis aesis	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Vanessa cashmirensis aesis	NA	NA
Nymphalidae	Vanessa	polychloros	Vanessa polychloros	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Vanessa polychloros	NA	NA
Nymphalidae	Vanessa	xanthomelas	Vanessa xanthomelas	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Vanessa xanthomelas	NA	NA
Nymphalidae	Velamysta	pupilla cruxifera	Velamysta pupilla cruxifera	22	22	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Velamysta pupilla cruxifera	NA	NA
Nymphalidae	Vila	azeka	Vila azeka	15	15	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	3	Vila azeka	NA	NA
Nymphalidae	Vindula	arsinoe ada	Vindula arsinoe ada	32	32	Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.	3	Vindula arsinoe ada	NA	NA
Oecophoridae	Depressaria	grotella	Depressaria grotella	29	29	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Depressaria grotella	NA	NA
Oecophoridae	Depressaria	nervosa	Depressaria nervosa	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Depressaria nervosa	NA	NA
Oecophoridae	Tonica	niviferana	Tonica niviferana	30	30	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Tonica niviferana	NA	NA
Papilionidae	Byasa	febanus	Byasa febanus	30	30	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Byasa febanus	NA	NA
Papilionidae	Byasa	latreillei	Byasa latreillei	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Byasa latreillei	NA	NA
Papilionidae	Byasa	polyeuctes letincius	Byasa polyeuctes letincius	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Byasa polyeuctes letincius	NA	NA
Papilionidae	Graphium	feisthameli	Graphium feisthameli	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Graphium feisthameli	NA	NA
Papilionidae	Graphium	phaon	Graphium phaon	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Graphium phaon	NA	NA
Papilionidae	Graphium	podalirius	Graphium podalirius	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Graphium podalirius	NA	NA
Papilionidae	Menelaides	aristolochiae	Menelaides aristolochiae	29	29	Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74.	3	Menelaides aristolochiae	NA	NA
Papilionidae	Papilio	bianos takasago	Papilio bianos takasago	30	30	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Papilio bianos takasago	NA	NA
Papilionidae	Papilio	brucei	Papilio brucei	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Papilio brucei	NA	NA
Papilionidae	Papilio	machaon asiatica	Papilio machaon asiatica	30	30	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Papilio machaon asiatica	NA	NA
Papilionidae	Papilio	machaon emihippocrates	Papilio machaon emihippocrates	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Papilio machaon emihippocrates	NA	NA
Papilionidae	Papilio	nepheles chaon	Papilio nepheles chaon	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Papilio nepheles chaon	NA	NA
Papilionidae	Papilio	paris decorosa	Papilio paris decorosa	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Papilio paris decorosa	NA	NA
Papilionidae	Papilio	xuthus koxinga	Papilio xuthus koxinga	30	30	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Papilio xuthus koxinga	NA	NA
Papilionidae	Princeps	demoleus	Princeps demoleus	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Princeps demoleus	NA	NA
Papilionidae	Princeps	demoleus libanius	Princeps demoleus libanius	30	30	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Princeps demoleus libanius	NA	NA
Papilionidae	Zerynthia	hypermnestra	Zerynthia hypermnestra	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Zerynthia hypermnestra	NA	NA
Pieridae	Appias	indra aristoxenus	Appias indra aristoxenus	32	32	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Appias indra aristoxenus	NA	NA
Pieridae	Archonias	brassolis negrina	Archonias brassolis negrina	25	25	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Archonias brassolis negrina	NA	NA
Pieridae	Archonias	brassolis rosacea	Archonias brassolis rosacea	26	26	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Archonias brassolis rosacea	NA	NA
Pieridae	Archonias	brassolis tereas	Archonias brassolis tereas	25	25	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Archonias brassolis tereas	NA	NA
Pieridae	Ascia	monuste suasa	Ascia monuste suasa	27	27	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Ascia monuste suasa	NA	NA
Pieridae	Belenois	calypso	Belenois calypso	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Belenois calypso	NA	NA
Pieridae	Belenois	creona	Belenois creona	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Belenois creona	NA	NA
Pieridae	Belenois	gidica	Belenois gidica	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Belenois gidica	NA	NA
Pieridae	Belenois	mesentina	Belenois mesentina	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Belenois mesentina	NA	NA
Pieridae	Belenois	theora concolor	Belenois theora concolor	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Belenois theora concolor	NA	NA
Pieridae	Catasticta	ctemene alma	Catasticta ctemene alma	25	25	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Catasticta ctemene alma	NA	NA
Pieridae	Catasticta	pieris	Catasticta pieris	25	25	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Catasticta pieris	NA	NA
Pieridae	Catopsilia	crocale	Catopsilia crocale	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Catopsilia crocale	NA	NA
Pieridae	Cepora	coronis	Cepora coronis	22-25	22	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Cepora coronis	NA	NA
Pieridae	Cepora	nadina eunama	Cepora nadina eunama	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Cepora nadina eunama	NA	NA
Pieridae	Colias	chlorocoma	Colias chlorocoma	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Colias chlorocoma	NA	NA
Pieridae	Colias	electo fieldii	Colias electo fieldii	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Colias electo fieldii	NA	NA
Pieridae	Colias	erate nilagiriensis	Colias erate nilagiriensis	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Colias erate nilagiriensis	NA	NA
Pieridae	Colias	euxanthe hermina	Colias euxanthe hermina	31	31	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Colias euxanthe hermina	NA	NA
Pieridae	Colias	lesbia vautherii	Colias lesbia vautherii	31	31	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Colias lesbia vautherii	NA	NA
Pieridae	Colias	naster werdandi	Colias naster werdandi	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Colias naster werdandi	NA	NA
Pieridae	Colias	sagartia	Colias sagartia	32	32	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Colias sagartia	NA	NA
Pieridae	Colias	stoliczkana miranda	Colias stoliczkana miranda	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Colias stoliczkana miranda	NA	NA
Pieridae	Cunizza	hirland	Cunizza hirland	15	15	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Cunizza hirland	NA	NA
Pieridae	Delias	aglaia	Delias aglaia	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Delias aglaia	NA	NA
Pieridae	Delias	aglaia curasena	Delias aglaia curasena	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Delias aglaia curasena	NA	NA
Pieridae	Dismorphia	amphione astynome	Dismorphia amphione astynome	31	31	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Dismorphia amphione astynome	NA	NA
Pieridae	Dismorphia	astyocha	Dismorphia astyocha	16	16	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Dismorphia astyocha	NA	NA
Pieridae	Dismorphia	broomeae	Dismorphia broomeae	30	30	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Dismorphia broomeae	NA	NA
