species	taxid	comment	synonym	family	long_list	other_priority	family_representative
Roccellographa circumscripta				Roccellographaceae	DTOL	DTOL	DTOL
Ropalospora hibernica				Ropalosporaceae	DTOL	DTOL	DTOL
Roussoella hysterioides				Roussoellaceae	DTOL	DTOL	DTOL
Roussoella serrulata				Roussoellaceae	DTOL	DTOL	DTOL
Rozellopsis inflata				Rozellopsidaceae	DTOL	DTOL	DTOL
Rozellopsis septigena				Rozellopsidaceae	DTOL	DTOL	DTOL
Lactarius quietus				Russulaceae	DTOL		
Russula atropurpurea				Russulaceae	DTOL		
Russula cyanoxantha				Russulaceae	DTOL		
Russula nigricans				Russulaceae	DTOL	DTOL	DTOL
Russula ochroleuca				Russulaceae	DTOL		
Russula queletii				Russulaceae	DTOL	DTOL	DTOL
Rutstroemia firma				Rutstroemiaceae	DTOL	DTOL	DTOL
Rutstroemia conformata				Rutstroemiaceae	DTOL		
Rutstroemia fruticeti				Rutstroemiaceae	DTOL		
Rutstroemia petiolorum				Rutstroemiaceae	DTOL		
Rutstroemia sydowiana				Rutstroemiaceae	DTOL		
Epibelonium gaeumannii				Saccardiaceae	DTOL	DTOL	DTOL
Saccharomyces cerevisiae				Saccharomycetaceae	DTOL	DTOL	DTOL
Citeromyces matritensis				Saccharomycetaceae	DTOL		
Debaryomyces hansenii				Saccharomycetaceae	DTOL		
Zygosaccharomyces bailii				Saccharomycetaceae	DTOL		
Zygosaccharomyces rouxii				Saccharomycetaceae	DTOL		
Kregervanrija delftensis				Saccharomycetaceae	DTOL		
Pichia membranifaciens				Saccharomycetaceae	DTOL		
Pichia vini				Saccharomycetaceae	DTOL		
Saccharomycodes ludwigii				Saccharomycodaceae	DTOL	DTOL	DTOL
Hanseniaspora valbyensis				Saccharomycodaceae	DTOL		
Saccharomycopsis capsularis				Saccharomycopsidaceae	DTOL	DTOL	DTOL
Ambrosiozyma platypodis				Saccharomycopsidaceae	DTOL		
Saccharomycopsis fibuligera				Saccharomycopsidaceae	DTOL		
Saccothecium sepincola				Saccotheciaceae	DTOL	DTOL	DTOL
Aureobasidium pullulans				Saccotheciaceae	DTOL		
Metasphaeria complanata				Saccotheciaceae	DTOL		
Metasphaeria hederae				Saccotheciaceae	DTOL		
Pseudoseptoria donacis				Saccotheciaceae	DTOL		
Sagiolechia protuberans				Sagiolechiaceae	DTOL	DTOL	DTOL
Rhexophiale rhexoblephara				Sagiolechiaceae	DTOL		
Achlya racemosa				Saprolegniaceae	DTOL		
Saprolegnia diclina				Saprolegniaceae	DTOL	DTOL	DTOL
Saprolegnia ferax				Saprolegniaceae	DTOL		
Saprolegnia litoralis				Saprolegniaceae	DTOL		
Saprolegnia mixta				Saprolegniaceae	DTOL	DTOL	DTOL
Microstoma protractum				Sarcoscyphaceae	DTOL	DTOL	DTOL
Pithya cupressina				Sarcoscyphaceae	DTOL	DTOL	DTOL
Pithya vulgaris				Sarcoscyphaceae	DTOL		
Sarcoscypha austriaca				Sarcoscyphaceae	DTOL		
Sarcoscypha coccinea				Sarcoscyphaceae	DTOL		
Conoplea fusca				Sarcosomataceae	DTOL	DTOL	DTOL
Plectania melastoma				Sarcosomataceae	DTOL	DTOL	DTOL
Pseudoplectania nigrella				Sarcosomataceae	DTOL		
Pseudoplectania sphagnophila				Sarcosomataceae	DTOL		
Loxospora elatina				Sarrameanaceae	DTOL	DTOL	DTOL
Savoryella lignicola				Savoryellaceae	DTOL	DTOL	DTOL
Schaereria cinereorufa				Schaereriaceae	DTOL	DTOL	DTOL
Schaereria fuscocinerea				Schaereriaceae	DTOL	DTOL	DTOL
Coniella castaneicola				Schizoparmaceae	DTOL	DTOL	DTOL
Coniella fragariae				Schizoparmaceae	DTOL	DTOL	DTOL
Coniella granati				Schizoparmaceae	DTOL		
Coniella petrakii				Schizoparmaceae	DTOL		
Coniella pulchella				Schizoparmaceae	DTOL		
Schizophyllum commune				Schizophyllaceae	DTOL	DTOL	DTOL
Basidioradulum radula				Schizoporaceae	DTOL	DTOL	DTOL
Hyphodontia alutaria				Schizoporaceae	DTOL	DTOL	DTOL
Hyphodontia barba-jovis				Schizoporaceae	DTOL		
Hyphodontia sambuci				Schizoporaceae	DTOL		
Schizopora paradoxa				Schizoporaceae	DTOL		
Schizosaccharomyces pombe				Schizosaccharomycetaceae	DTOL	DTOL	DTOL
Schizosaccharomyces octosporus				Schizosaccharomycetaceae	DTOL		
Schizothyrium pomi				Schizothyriaceae	DTOL	DTOL	DTOL
Schizothyrium speireum				Schizothyriaceae	DTOL	DTOL	DTOL
Scleroderma verrucosum				Sclerodermataceae	DTOL	DTOL	DTOL
Scleroderma areolatum				Sclerodermataceae	DTOL		
Scleroderma bovista				Sclerodermataceae	DTOL		
Scleroderma cepa				Sclerodermataceae	DTOL		
Scleroderma citrinum				Sclerodermataceae	DTOL		
Sclerogaster lanatus				Sclerogastraceae	DTOL	DTOL	DTOL
Sclerogaster compactus				Sclerogastraceae	DTOL		
Sclerogaster hysterangioides				Sclerogastraceae	DTOL		
Botrytis cinerea				Sclerotiniaceae	DTOL	DTOL	DTOL
Ciboria caucus				Sclerotiniaceae	DTOL		
Monilinia johnsonii				Sclerotiniaceae	DTOL		
Myriosclerotinia curreyana				Sclerotiniaceae	DTOL		
Moellerodiscus tenuistipes				Sclerotiniaceae	DTOL		
Scoliciosporum chlorococcum				Scoliciosporaceae	DTOL	DTOL	DTOL
Scoliciosporum curvatum				Scoliciosporaceae	DTOL	DTOL	DTOL
Scoliciosporum intrusum				Scoliciosporaceae	DTOL		
Scoliciosporum pruinosum				Scoliciosporaceae	DTOL		
Scoliciosporum umbrinum				Scoliciosporaceae	DTOL		
Sebacina incrustans				Sebacinaceae	DTOL	DTOL	DTOL
Ciliospora albida				Sebacinaceae	DTOL		
Cristella submutabilis				Sebacinaceae	DTOL		
Efibulobasidium albescens				Sebacinaceae	DTOL		
Sebacina epigaea				Sebacinaceae	DTOL		
Chaetospermum chaetosporum				Sebacinaceae	DTOL		
Serpula himantioides				Serpulaceae	DTOL	DTOL	DTOL
Serpula lacrymans				Serpulaceae	DTOL	DTOL	DTOL
Serpula pulverulenta				Serpulaceae	DTOL		
Atichia glomerulosa				Seuratiaceae	DTOL	DTOL	DTOL
Seuratia millardetii				Seuratiaceae	DTOL	DTOL	DTOL
Sirobasidium compactum				Sirobasidiaceae	DTOL	DTOL	DTOL
Sordaria fimicola				Sordariaceae	DTOL	DTOL	DTOL
Sordaria humana				Sordariaceae	DTOL		
Sordaria macrospora				Sordariaceae	DTOL		
Sordaria minima				Sordariaceae	DTOL		
Sordaria superba				Sordariaceae	DTOL		
Sparassis crispa				Sparassidaceae	DTOL	DTOL	DTOL
Sparassis spathulata				Sparassidaceae	DTOL		
Bunodophoron melanocarpum				Sphaerophoraceae	DTOL	DTOL	DTOL
Sphaerophorus fragilis				Sphaerophoraceae	DTOL	DTOL	DTOL
Sphaerophorus globosus				Sphaerophoraceae	DTOL		
Sphinctrina anglica				Sphinctrinaceae	DTOL	DTOL	DTOL
Sphinctrina leucopoda				Sphinctrinaceae	DTOL	DTOL	DTOL
Sphinctrina turbinata				Sphinctrinaceae	DTOL		
Spiculogloea occulta				Spiculogloeaceae	DTOL	DTOL	DTOL
Spiculogloea minuta				Spiculogloeaceae	DTOL		
Spiculogloea subminuta				Spiculogloeaceae	DTOL		
Neokarlingia chitinophila				Spizellomycetaceae	DTOL	DTOL	DTOL
Sporastatia polyspora				Sporastatiaceae	DTOL	DTOL	DTOL
Rhodotorula mucilaginosa				Sporidiobolaceae	DTOL	DTOL	DTOL
Rhodotorula glutinis				Sporidiobolaceae	DTOL		
Sporobolomyces odorus				Sporidiobolaceae	DTOL		
Sporobolomyces roseus				Sporidiobolaceae	DTOL		
Sporobolomyces ruberrimus				Sporidiobolaceae	DTOL		
Coryneopsis microsticta				Sporocadaceae	DTOL	DTOL	DTOL
Discostroma tostum				Sporocadaceae	DTOL		
Paradidymella clarkii				Sporocadaceae	DTOL		
Seimatosporium macrospermum				Sporocadaceae	DTOL		
Sporormiella grandispora				Sporormiaceae	DTOL	DTOL	DTOL
Sporormiella intermedia				Sporormiaceae	DTOL		
Sporormiella lageniformis				Sporormiaceae	DTOL		
Stachybotrys chartarum				Stachybotryaceae	DTOL	DTOL	DTOL
Stachybotrys cylindrosporus				Stachybotryaceae	DTOL	DTOL	DTOL
Stachybotrys dichrous				Stachybotryaceae	DTOL		
Stachybotrys echinatus				Stachybotryaceae	DTOL		
Stemonitis fusca				Stemonitidae	DTOL	DTOL	DTOL
Macbrideola cornea				Stemonitidae	DTOL		
Stemonitis axifera				Stemonitidae	DTOL		
Stemonitis flavogenita				Stemonitidae	DTOL		
Stemonitis herbatica				Stemonitidae	DTOL		
Paradiacheopsis fimbriata				Stemonitidae	DTOL		
Paradiacheopsis solitaria				Stemonitidae	DTOL		
Stephanospora caroticolor				Stephanosporaceae	DTOL	DTOL	DTOL
Cristinia eichleri				Stephanosporaceae	DTOL		
Cristinia helvetica				Stephanosporaceae	DTOL		
Lindtneria leucobryophila				Stephanosporaceae	DTOL		
Lindtneria trachyspora				Stephanosporaceae	DTOL		
Stereum hirsutum				Stereaceae	DTOL	DTOL	DTOL
Stereum gausapatum				Stereaceae	DTOL		
Stereum rugosum				Stereaceae	DTOL		
Stereum sanguinolentum				Stereaceae	DTOL		
Stereum subtomentosum				Stereaceae	DTOL		
Lepraria incana				Stereocaulaceae	DTOL	DTOL	DTOL
Lepraria lobificans				Stereocaulaceae	DTOL	DTOL	DTOL
Lepraria membranacea				Stereocaulaceae	DTOL		
Lepraria nivalis				Stereocaulaceae	DTOL		
Lepraria vouauxii				Stereocaulaceae	DTOL		
Stereopsis hiscens				Stereopsidaceae	DTOL	DTOL	DTOL
Stereopsis vitellina				Stereopsidaceae	DTOL	DTOL	DTOL
Stictis radiata				Stictidaceae	DTOL	DTOL	DTOL
Karstenia gregaria				Stictidaceae	DTOL		
Karstenia clematidis				Stictidaceae	DTOL		
Karstenia idaei				Stictidaceae	DTOL		
Karstenia lonicerae				Stictidaceae	DTOL		
Cryptodiscus pini				Stictidaceae	DTOL		
Stictis arundinacea				Stictidaceae	DTOL		
Stictis friabilis				Stictidaceae	DTOL		
Stictis stellata				Stictidaceae	DTOL		
Karstenia rhopaloides				Stictidaceae	DTOL		
Strangospora pinicola				Strangosporaceae	DTOL	DTOL	DTOL
Strangospora microhaema				Strangosporaceae	DTOL		
Strangospora moriformis				Strangosporaceae	DTOL		
Oletheriostrigula papulosa				Strigulaceae	DTOL	DTOL	DTOL
Strigula jamesii				Strigulaceae	DTOL	DTOL	DTOL
Strigula taylorii				Strigulaceae	DTOL		
Stropharia aeruginosa				Strophariaceae	DTOL	DTOL	DTOL
Hypholoma fasciculare				Strophariaceae	DTOL		
Kuehneromyces mutabilis				Strophariaceae	DTOL		
Pholiota squarrosa				Strophariaceae	DTOL		
Stropharia semiglobata				Strophariaceae	DTOL		
Deconica montana				Strophariaceae	DTOL		
Stropharia cyanea				Strophariaceae	DTOL		
Suillus luteus				Suillaceae	DTOL	DTOL	DTOL
Suillus bovinus				Suillaceae	DTOL		
Suillus granulatus				Suillaceae	DTOL		
Suillus grevillei				Suillaceae	DTOL		
Suillus variegatus				Suillaceae	DTOL		
Sydowiella fenestrans				Sydowiellaceae	DTOL	DTOL	DTOL
Hapalocystis berkeleyi				Sydowiellaceae	DTOL		
Hapalocystis bicaudata				Sydowiellaceae	DTOL		
Sillia ferruginea				Sydowiellaceae	DTOL		
Sydowiella depressula				Sydowiellaceae	DTOL		
Syncephalastrum racemosum				Syncephalastraceae	DTOL	DTOL	DTOL
Circinella minor				Syncephalastraceae	DTOL		
Circinella mucoroides				Syncephalastraceae	DTOL	DTOL	DTOL
Circinella muscae				Syncephalastraceae	DTOL	DTOL	DTOL
Circinella simplex				Syncephalastraceae	DTOL		
Synchytrium taraxaci				Synchytriaceae	DTOL	DTOL	DTOL
Synchytrium anemones				Synchytriaceae	DTOL		
Synchytrium aureum				Synchytriaceae	DTOL		
Synchytrium mercurialis				Synchytriaceae	DTOL		
Synchytrium succisae				Synchytriaceae	DTOL		
Protomyces macrosporus				Taphrinaceae	DTOL		
Taphrina alni				Taphrinaceae	DTOL	DTOL	DTOL
Taphrina betulina				Taphrinaceae	DTOL	DTOL	DTOL
Taphrina pruni				Taphrinaceae	DTOL		
Taphrina tosquinetii				Taphrinaceae	DTOL		
Tapinella panuoides				Tapinellaceae	DTOL	DTOL	DTOL
Pseudomerulius aureus				Tapinellaceae	DTOL		
Tapinella atrotomentosa				Tapinellaceae	DTOL		
Chaetomastia canescens				Teichosporaceae	DTOL	DTOL	DTOL
Chaetomastia hispidula				Teichosporaceae	DTOL	DTOL	DTOL
Immotthia atrograna				Teichosporaceae	DTOL		
Immotthia hypoxylon				Teichosporaceae	DTOL		
Teichospora deflectens				Teichosporaceae	DTOL		
Athallia holocarpa				Teloschistaceae	DTOL	DTOL	DTOL
Flavoplaca citrina				Teloschistaceae	DTOL	DTOL	DTOL
Xanthoria parietina				Teloschistaceae	DTOL		
Tephromela atra				Tephromelataceae	DTOL	DTOL	DTOL
Mycoblastus caesius				Tephromelataceae	DTOL		
Tephromela grumosa				Tephromelataceae	DTOL		
Violella fucata				Tephromelataceae	DTOL		
Devriesia staurophora				Teratosphaeriaceae	DTOL	DTOL	DTOL
Hortaea werneckii				Teratosphaeriaceae	DTOL	DTOL	DTOL
Kirramyces hebes				Teratosphaeriaceae	DTOL		
Readeriella mirabilis				Teratosphaeriaceae	DTOL		
Testudina terrestris				Testudinaceae	DTOL	DTOL	DTOL
Neotestudina cunninghamiae				Testudinaceae	DTOL		
Tetraploa aristata				Tetraplosphaeriaceae	DTOL	DTOL	DTOL
Tetraploa scheueri				Tetraplosphaeriaceae	DTOL		
Thelebolus stercoreus				Thelebolaceae	DTOL	DTOL	DTOL
Ascozonus woolhopensis				Thelebolaceae	DTOL		
Thelebolus microsporus				Thelebolaceae	DTOL		
Thelebolus nanus				Thelebolaceae	DTOL		
Thelebolus polysporus				Thelebolaceae	DTOL		
Thelenella modesta				Thelenellaceae	DTOL	DTOL	DTOL
Julella sericea				Thelenellaceae	DTOL		
Thelenella larbalestieri				Thelenellaceae	DTOL		
Thelephora terrestris				Thelephoraceae	DTOL	DTOL	DTOL
Thelephora anthocephala				Thelephoraceae	DTOL		
Thelephora penicillata				Thelephoraceae	DTOL		
Tomentella ferruginea				Thelephoraceae	DTOL		
Tomentella sublilacina				Thelephoraceae	DTOL		
Phellodon melaleucus				Thelephoraceae	DTOL		
Phellodon tomentosus				Thelephoraceae	DTOL		
Thelocarpon coccosporum				Thelocarpaceae	DTOL		
Thelocarpon impressellum				Thelocarpaceae	DTOL	DTOL	DTOL
Thelocarpon lichenicola				Thelocarpaceae	DTOL		
Thelocarpon magnussonii				Thelocarpaceae	DTOL		
Thelocarpon opertum				Thelocarpaceae	DTOL	DTOL	DTOL
Thraustochytrium aureum				Thraustochytriidae	DTOL	DTOL	DTOL
Thrombium epigaeum				Thrombiaceae	DTOL	DTOL	DTOL
Massariosphaeria mosana				Thyridariaceae	DTOL	DTOL	DTOL
Massariosphaeria scirpina				Thyridariaceae	DTOL	DTOL	DTOL
Thyridaria minima				Thyridariaceae	DTOL		
Tilachlidium brachiatum				Tilachlidiaceae	DTOL	DTOL	DTOL
Tilachlidium subulatum				Tilachlidiaceae	DTOL	DTOL	DTOL
Tilletia caries				Tilletiaceae	DTOL	DTOL	DTOL
Tilletia holci				Tilletiaceae	DTOL		
Tilletia menieri				Tilletiaceae	DTOL		
Tilletia olida				Tilletiaceae	DTOL		
Tilletia sphaerococca				Tilletiaceae	DTOL		
Torpedospora radiata				Torpedosporaceae	DTOL	DTOL	DTOL
Dendryphiella infuscans				Torulaceae	DTOL	DTOL	DTOL
Dendryphiella vinosa				Torulaceae	DTOL	DTOL	DTOL
Dendryphion comosum				Torulaceae	DTOL		
Dendryphion nanum				Torulaceae	DTOL		
Torula herbarum				Torulaceae	DTOL		
Trapelia coarctata				Trapeliaceae	DTOL	DTOL	DTOL
Placynthiella icmalea				Trapeliaceae	DTOL		
Sarea resinae				Trapeliaceae	DTOL		
Trapeliopsis flexuosa				Trapeliaceae	DTOL		
Trapeliopsis granulosa				Trapeliaceae	DTOL		
Trematosphaeria pertusa				Trematosphaeriaceae	DTOL	DTOL	DTOL
Trematosphaeria clarkii				Trematosphaeriaceae	DTOL		
Trematosphaeria hydrela				Trematosphaeriaceae	DTOL		
Trematosphaeria paradoxa				Trematosphaeriaceae	DTOL		
Trematosphaeria tripartita				Trematosphaeriaceae	DTOL		
Tremella exigua				Tremellaceae	DTOL	DTOL	DTOL
Tremella globispora				Tremellaceae	DTOL		
Tremella mesenterica				Tremellaceae	DTOL		
Tremellodendropsis tuberosa				Tremellodendropsidaceae	DTOL	DTOL	DTOL
Triadelphia uniseptata				Triadelphiaceae	DTOL	DTOL	DTOL
Pseudographis pinicola				Triblidiaceae	DTOL	DTOL	DTOL
Triblidium caliciiforme				Triblidiaceae	DTOL	DTOL	DTOL
Triblidium craraense				Triblidiaceae	DTOL		
Triblidium hafellneri				Triblidiaceae	DTOL		
Triblidium octosporum				Triblidiaceae	DTOL		
Arcyria denudata				Trichiidae	DTOL	DTOL	DTOL
Metatrichia floriformis				Trichiidae	DTOL	DTOL	DTOL
Trichia botrytis				Trichiidae	DTOL		
Trichia decipiens				Trichiidae	DTOL		
Trichia varia				Trichiidae	DTOL		
Tricholoma sciodes				Tricholomataceae	DTOL	DTOL	DTOL
Trichomerium grandisporum				Trichomeriaceae	DTOL	DTOL	DTOL
Blastobotrys niveus				Trichomonascaceae	DTOL	DTOL	DTOL
Brachysporium bloxamii				Trichosphaeriaceae	DTOL	DTOL	DTOL
Brachysporium britannicum				Trichosphaeriaceae	DTOL	DTOL	DTOL
Brachysporium masonii				Trichosphaeriaceae	DTOL		
Brachysporium nigrum				Trichosphaeriaceae	DTOL		
Brachysporium obovatum				Trichosphaeriaceae	DTOL		
Hyalodendron verticillatum				Trichosporonaceae	DTOL	DTOL	DTOL
Cudoniella acicularis				Tricladiaceae	DTOL	DTOL	DTOL
Cudoniella clavus				Tricladiaceae	DTOL	DTOL	DTOL
Tricladium angulatum				Tricladiaceae	DTOL		
Tricladium attenuatum				Tricladiaceae	DTOL		
Tricladium castaneicola				Tricladiaceae	DTOL		
Tricladium fallax				Tricladiaceae	DTOL		
Tritirachium dependens				Tritirachiaceae	DTOL	DTOL	DTOL
Tritirachium dichotomum				Tritirachiaceae	DTOL		
Tritirachium isariae				Tritirachiaceae	DTOL		
Tritirachium oryzae				Tritirachiaceae	DTOL		
Mycomicrothelia atlantica				Trypetheliaceae	DTOL	DTOL	DTOL
Mycomicrothelia confusa				Trypetheliaceae	DTOL	DTOL	DTOL
Mycomicrothelia wallrothii				Trypetheliaceae	DTOL		
Tubaria furfuracea				Tubariaceae	DTOL	DTOL	DTOL
Tubaria confragosa				Tubariaceae	DTOL	DTOL	DTOL
Tubaria conspersa				Tubariaceae	DTOL	DTOL	DTOL
Tubaria dispersa				Tubariaceae	DTOL		
Tubaria romagnesiana				Tubariaceae	DTOL		
Tuber aestivum				Tuberaceae	DTOL	DTOL	DTOL
Choiromyces meandriformis				Tuberaceae	DTOL		
Tuber borchii				Tuberaceae	DTOL		
Tuber maculatum				Tuberaceae	DTOL		
Tuber puberulum				Tuberaceae	DTOL		
Acanthophiobolus helicosporus				Tubeufiaceae	DTOL	DTOL	DTOL
Taphrophila argyllensis				Tubeufiaceae	DTOL	DTOL	DTOL
Tubeufia cerea				Tubeufiaceae	DTOL		
Tubeufia paludosa				Tubeufiaceae	DTOL		
Tulasnella allantospora				Tulasnellaceae	DTOL	DTOL	DTOL
Tulasnella eichleriana				Tulasnellaceae	DTOL	DTOL	DTOL
Tulasnella thelephorea				Tulasnellaceae	DTOL		
Tulasnella tomaculum				Tulasnellaceae	DTOL		
Tulasnella violea				Tulasnellaceae	DTOL		
Claussenomyces atrovirens				Tympanidaceae	DTOL	DTOL	DTOL
Claussenomyces prasinulus				Tympanidaceae	DTOL	DTOL	DTOL
Tympanis conspersa				Tympanidaceae	DTOL		
Tympanis laricina				Tympanidaceae	DTOL		
Tympanis ligustri				Tympanidaceae	DTOL		
Macrotyphula fistulosa				Typhulaceae	DTOL	DTOL	DTOL
Macrotyphula juncea				Typhulaceae	DTOL	DTOL	DTOL
Typhula erythropus				Typhulaceae	DTOL		
Typhula quisquiliaris				Typhulaceae	DTOL		
Typhula setipes				Typhulaceae	DTOL		
Umbelopsis autotrophica				Umbelopsidaceae	DTOL	DTOL	DTOL
Umbelopsis isabellina				Umbelopsidaceae	DTOL	DTOL	DTOL
Umbelopsis nana				Umbelopsidaceae	DTOL		
Umbelopsis ramanniana				Umbelopsidaceae	DTOL		
Umbelopsis vinacea				Umbelopsidaceae	DTOL		
Lasallia pustulata				Umbilicariaceae	DTOL		
Umbilicaria cylindrica				Umbilicariaceae	DTOL		
Umbilicaria polyphylla				Umbilicariaceae	DTOL		
Umbilicaria polyrrhiza				Umbilicariaceae	DTOL		
Umbilicaria torrefacta				Umbilicariaceae	DTOL		
Urocystis agropyri				Urocystidaceae	DTOL	DTOL	DTOL
Urocystis anemones				Urocystidaceae	DTOL	DTOL	DTOL
Urocystis ranunculi				Urocystidaceae	DTOL		
Urocystis violae				Urocystidaceae	DTOL		
Ochropsora ariae				Uropyxidaceae	DTOL		
Tranzschelia anemones				Uropyxidaceae	DTOL		
Tranzschelia discolor				Uropyxidaceae	DTOL		
Tranzschelia pruni-spinosae				Uropyxidaceae	DTOL		
Ustilago avenae				Ustilaginaceae	DTOL	DTOL	DTOL
Ustilago filiformis				Ustilaginaceae	DTOL	DTOL	DTOL
Ustilago hypodytes				Ustilaginaceae	DTOL		
Ustilago striiformis				Ustilaginaceae	DTOL		
Ustilago tritici				Ustilaginaceae	DTOL		
Melanopsichium nepalense				Ustilaginaceae	DTOL		
Melanopsichium pennsylvanicum				Ustilaginaceae	DTOL		
Ustilentyloma brefeldii				Ustilentylomataceae	DTOL	DTOL	DTOL
Ustilentyloma fluitans				Ustilentylomataceae	DTOL	DTOL	DTOL
Vahliella leucophaea				Vahliellaceae	DTOL	DTOL	DTOL
Cytospora populina				Valsaceae	DTOL		
Cytospora salicis				Valsaceae	DTOL		
Hypospilina pustula				Valsaceae	DTOL	DTOL	DTOL
Valsaria insitiva				Valsariaceae	DTOL	DTOL	DTOL
Myrmaecium fulvopruinatum				Valsariaceae	DTOL		
Valsaria anserina				Valsariaceae	DTOL		
Valsaria cincta				Valsariaceae	DTOL		
Valsaria petrakii				Valsariaceae	DTOL		
Venturia inaequalis				Venturiaceae	DTOL	DTOL	DTOL
Anungitea fragilis				Venturiaceae	DTOL		
Coleroa robertiani				Venturiaceae	DTOL		
Venturia maculiformis				Venturiaceae	DTOL		
Venturia rumicis				Venturiaceae	DTOL		
Vermiculariopsiella immersa				Vermiculariopsiellaceae	DTOL	DTOL	DTOL
Oramasia hirsuta				Vermiculariopsiellaceae	DTOL		
Placopyrenium fuscellum				Verrucariaceae	DTOL	DTOL	DTOL
Verrucaria hochstetteri				Verrucariaceae	DTOL	DTOL	DTOL
Verrucaria muralis				Verrucariaceae	DTOL		
Verrucaria nigrescens				Verrucariaceae	DTOL		
Verrucaria viridula				Verrucariaceae	DTOL		
Vezdaea aestivalis				Vezdaeaceae	DTOL	DTOL	DTOL
Vezdaea acicularis				Vezdaeaceae	DTOL		
Vezdaea leprosa				Vezdaeaceae	DTOL		
Vezdaea retigera				Vezdaeaceae	DTOL		
Vezdaea rheocarpa				Vezdaeaceae	DTOL		
Vialaea insculpta				Vialaeaceae	DTOL	DTOL	DTOL
Vibrissea truncorum				Vibrisseaceae	DTOL	DTOL	DTOL
Vibrissea filisporia				Vibrisseaceae	DTOL		
Vibrissea guernisacii				Vibrisseaceae	DTOL		
Vuilleminia comedens				Vuilleminiaceae	DTOL	DTOL	DTOL
Vuilleminia coryli				Vuilleminiaceae	DTOL		
Wallemia sebi				Wallemiaceae	DTOL	DTOL	DTOL
Wickerhamomyces anomalus				Wickerhamomycetaceae	DTOL	DTOL	DTOL
Wickerhamomyces onychis				Wickerhamomycetaceae	DTOL	DTOL	DTOL
Wickerhamomyces silvicola				Wickerhamomycetaceae	DTOL		
Wickerhamomyces subpelliculosus				Wickerhamomycetaceae	DTOL		
Wiesneriomyces laurinus				Wiesneriomycetaceae	DTOL	DTOL	DTOL
Collemopsidium halodytes				Xanthopyreniaceae	DTOL	DTOL	DTOL
Collemopsidium pelvetiae				Xanthopyreniaceae	DTOL	DTOL	DTOL
Collemopsidium sublitorale				Xanthopyreniaceae	DTOL		
Zwackhiomyces dispersus				Xanthopyreniaceae	DTOL		
Zwackhiomyces sphinctrinoides				Xanthopyreniaceae	DTOL		
Xenasma pruinosum				Xenasmataceae	DTOL	DTOL	DTOL
Xenasma pulverulentum				Xenasmataceae	DTOL	DTOL	DTOL
Xenosperma ludibundum				Xenasmataceae	DTOL		
Xylaria hypoxylon				Xylariaceae	DTOL	DTOL	DTOL
Kretzschmaria deusta				Xylariaceae	DTOL		
Xylaria carpophila				Xylariaceae	DTOL		
Xylaria longipes				Xylariaceae	DTOL		
Xylaria polymorpha				Xylariaceae	DTOL		
Xylographa parallela				Xylographaceae	DTOL	DTOL	DTOL
Lambiella gyrizans				Xylographaceae	DTOL		
Lambiella insularis				Xylographaceae	DTOL		
Spiloma auratum				Xylographaceae	DTOL		
Spiloma nigrum				Xylographaceae	DTOL		
Zoophagus insidians				Zoopagaceae	DTOL	DTOL	DTOL
Acaulopage ceratospora				Zoopagaceae	DTOL		
Acaulopage rhicnospora				Zoopagaceae	DTOL		
Acaulopage tetraceros				Zoopagaceae	DTOL		
Zoopage virgispora				Zoopagaceae	DTOL		
Zopfia rhizophila				Zopfiaceae	DTOL	DTOL	DTOL
