"Phylum","Class","Order","Family","Genus","Species","2N","N","Reference"
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros capensis","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros gurneyi","12","6","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros moubata","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros savignyi","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros tartakovskyi","21","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros tholozani","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Otobius","Otobius megnini","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma americanum","21,22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma cajennense","21,22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma darwini","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma dissimile","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma fimbriatum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma helvolum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma inornatum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma limbatum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma maculatum","22,21,22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma moreliae","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma testudinarium","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma triguttatum","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015; Geraci, N. S., Johnston, J. S., Robinson, J. P., Wikel, S. K., and Hill, C. A. (2007). Variation in genome size of argasid and ixodid ticks. Insect Biochemistry and Molecular Biology 37: 399-408."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma tuberculatum","22","11","Geraci, N. S., Johnston, J. S., Robinson, J. P., Wikel, S. K., and Hill, C. A. (2007). Variation in genome size of argasid and ixodid ticks. Insect Biochemistry and Molecular Biology 37: 399-408; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Bothriocroton","Bothriocroton concolor","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor albipictus","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor andersoni","21,22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor hunteri","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor nitens","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor occidentalis","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor parumapertus","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor silvarum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor variabilis","21,22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis bancrofti","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis bremneri","22","11","Geraci, N. S., Johnston, J. S., Robinson, J. P., Wikel, S. K., and Hill, C. A. (2007). Variation in genome size of argasid and ixodid ticks. Insect Biochemistry and Molecular Biology 37: 399-408."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis campanulata","22","11","Geraci, N. S., Johnston, J. S., Robinson, J. P., Wikel, S. K., and Hill, C. A. (2007). Variation in genome size of argasid and ixodid ticks. Insect Biochemistry and Molecular Biology 37: 399-408; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis flava","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis formosensis","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis hystricis","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis japonica","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis kitaokai","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis lagrangei","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis leporispalustris","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis longicornis","27","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis megaspinosa","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis pentalagi","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma aegyptium","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma anatolicum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma asiaticum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma detritum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma dromedarii","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma impeltatum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma marginatum","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma rhipicephaloides","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma rufipes","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes cornuatus","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes hexagonus","26","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes holocyclus","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
