"distribution","max","median","minimum","resolved_name"
"14","14","14","14","Arceuthobium abietinum"
"14","14","14","14","Arceuthobium abietis-religiosae"
"14","14","14","14","Arceuthobium americanum"
"14","14","14","14","Arceuthobium bicarinatum"
"14","14","14","14","Arceuthobium blumeri"
"14","14","14","14","Arceuthobium campylopodum"
"14","14","14","14","Arceuthobium cyanocarpum"
"14","14","14","14","Arceuthobium divaricatum"
"14","14","14","14","Arceuthobium douglasii"
"14","14","14","14","Arceuthobium gillii"
"14","14","14","14","Arceuthobium globosum"
"14","14","14","14","Arceuthobium hondurense"
"14","14","14","14","Arceuthobium juniperi-procerae"
"14","14","14","14","Arceuthobium laricis"
"13-14","14","13","13","Arceuthobium oxycedri"
"14","14","14","14","Arceuthobium pusillum"
"14","14","14","14","Arceuthobium strictum"
"14","14","14","14","Arceuthobium tsugense"
"14","14","14","14","Arceuthobium vaginatum"
"12","12","12","12","Archeria racemosa"
"9","9","9","9","Archibaccharis androgyna"
"9","9","9","9","Archibaccharis asperifolia"
"9","9","9","9","Archibaccharis schiedeana"
"13","13","13","13","Archidendron clypearia"
