nOrder	ARK	Superorder	Family	Accession	VGP_accession	Class	SpeciesE	Genus	Species	long_list
Squamata		Lepidosauria	Colubridae		rAtrBou	Reptilia	-	Atractus	boulengerii	VGP
Squamata		Lepidosauria	Colubridae		rErySub	Reptilia	-	Erythrolamprus	subocularis	VGP
Squamata		Lepidosauria	Colubridae		rRhaKan	Reptilia	-	Rhadinella	kanalchutchan	VGP
Squamata		Lepidosauria	Colubridae		rCalSch	Reptilia	-	Calamaria	schmidti	VGP
Squamata		Lepidosauria	Colubridae		rSibSag	Reptilia	-	Sibynophis	sagittarius	VGP
Squamata		Lepidosauria	Elapidae 		rMicDia	Reptilia	-	Micrurus	diana	VGP
Squamata		Lepidosauria	Gekkonidae		rLygSco	Reptilia	-	Lygodactylus	scorteccii	VGP
Squamata		Lepidosauria	Lamprophiidae		rAmbRod	Reptilia	-	Amblyodipsas	rodhaini	VGP
Squamata		Lepidosauria	Scincidae		rLerKin	Reptilia	-	Lerista	kingi	VGP
Squamata		Lepidosauria	Scincidae		rSphTan	Reptilia	-	Sphenomorphus	tanneri	VGP
Squamata		Lepidosauria	Tropiduridae		rPliMed	Reptilia	-	Plica	medemi	VGP
Squamata		Lepidosauria	Agamidae 		rHypHik	Reptilia	-	Hypsilurus	hikidanus	VGP
Squamata		Lepidosauria	Colubridae		rAtrCae	Reptilia	-	Atractus	caete	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoGib	Reptilia	-	Anolis	gibbiceps	VGP
Squamata		Lepidosauria	Lamprophiidae		rAmbTei	Reptilia	-	Amblyodipsas	teitana	VGP
Squamata		Lepidosauria	Phyllodactylidae		rGarPen	Reptilia	-	Garthia	penai	VGP
Squamata		Lepidosauria	Scincidae		rEmoSor	Reptilia	-	Emoia	sorex	VGP
Squamata		Lepidosauria	Scincidae		rSphTay	Reptilia	-	Sphenomorphus	taylori	VGP
Squamata		Lepidosauria	Typhlopidae		rIndSch	Reptilia	-	Indotyphlops	schmutzi	VGP
Squamata		Lepidosauria	Colubridae		rAtrCar	Reptilia	-	Atractus	careolepis	VGP
Squamata		Lepidosauria	Colubridae		rEryTae	Reptilia	-	Erythrolamprus	taeniurus	VGP
Squamata		Lepidosauria	Colubridae		rOpiCuc	Reptilia	-	Opisthotropis	cucae	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoVes	Reptilia	-	Anolis	vescus	VGP
Squamata		Lepidosauria	Gymnophthalmidae 		rRiaIna	Reptilia	-	Riama	inanis	VGP
Squamata		Lepidosauria	Scincidae		rEmoSub	Reptilia	-	Emoia	submetallica	VGP
Squamata		Lepidosauria	Scincidae		rLanDei	Reptilia	-	Lankascincus	deignani	VGP
Squamata		Lepidosauria	Scincidae		rSphTen	Reptilia	-	Sphenomorphus	tenuiculus	VGP
Squamata		Lepidosauria	Typhlopidae		rIndTen	Reptilia	-	Indotyphlops	tenebrarum	VGP
Squamata		Lepidosauria	Viperidae		rAthSub	Reptilia	-	Atheris	subocularis	VGP
Squamata		Lepidosauria	Agamidae 		rSitSch	Reptilia	-	Sitana	schleichi	VGP
Squamata		Lepidosauria	Chamaeleonidae		rCalJej	Reptilia	-	Calumma	jejy	VGP
Squamata		Lepidosauria	Colubridae		rEryTor	Reptilia	-	Erythrolamprus	torrenicola	VGP
Squamata		Lepidosauria	Colubridae		rRhaLis	Reptilia	-	Rhadinella	lisyae	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoVic	Reptilia	-	Anolis	vicarius	VGP
Squamata		Lepidosauria	Scincidae		rEgeDou	Reptilia	-	Egernia	douglasi	VGP
Squamata		Lepidosauria	Scincidae		rLygSin	Reptilia	-	Lygosoma	singha	VGP
Squamata		Lepidosauria	Scincidae		rLanDer	Reptilia	-	Lankascincus	deraniyagalae	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rSphSca	Reptilia	-	Sphaerodactylus	scaber	VGP
Squamata		Lepidosauria	Tropiduridae		rPliRay	Reptilia	-	Plica	rayi	VGP
Squamata		Lepidosauria	Typhlopidae		rIndTen	Reptilia	-	Indotyphlops	tenuicollis	VGP
Squamata		Lepidosauria	Agamidae 		rSitSiv	Reptilia	-	Sitana	sivalensis	VGP
Squamata		Lepidosauria	Colubridae		rAtrCax	Reptilia	-	Atractus	caxiuana	VGP
Squamata		Lepidosauria	Colubridae		rEryTre	Reptilia	-	Erythrolamprus	trebbaui	VGP
Squamata		Lepidosauria	Colubridae		rCalTha	Reptilia	-	Calamaria	thanhi	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoVil	Reptilia	-	Anolis	villai	VGP
Squamata		Lepidosauria	Gekkonidae		rCneLao	Reptilia	-	Cnemaspis	laoensis	VGP
Squamata		Lepidosauria	Lamprophiidae		rLioTri	Reptilia	-	Liophidium	trilineatum	VGP
Squamata		Lepidosauria	Liolaemidae		rLioAbs	Reptilia	-	Liolaemus	absconditus	VGP
Squamata		Lepidosauria	Scincidae		rBraSul	Reptilia	-	Brachymeles	suluensis	VGP
Squamata		Lepidosauria	Scincidae		rSphTet	Reptilia	-	Sphenomorphus	tetradactylus	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rSphSca	Reptilia	-	Sphaerodactylus	scapularis	VGP
Squamata		Lepidosauria	Typhlopidae		rIndVed	Reptilia	-	Indotyphlops	veddae	VGP
Squamata		Lepidosauria	Colubridae		rEryTri	Reptilia	-	Erythrolamprus	triscalis	VGP
Squamata		Lepidosauria	Colubridae		rRhaPeg	Reptilia	-	Rhadinella	pegosalyta	VGP
Squamata		Lepidosauria	Colubridae		rCalUlm	Reptilia	-	Calamaria	ulmeri	VGP
Squamata		Lepidosauria	Cordylidae 		rChaMac	Reptilia	-	Chamaesaura	macrolepis	VGP
Squamata		Lepidosauria	Phyllodactylidae		rGymGut	Reptilia	-	Gymnodactylus	guttulatus	VGP
Squamata		Lepidosauria	Scincidae		rLygVeu	Reptilia	-	Lygosoma	veunsaiensis	VGP
Squamata		Lepidosauria	Tropiduridae		rSteAcu	Reptilia	-	Stenocercus	aculeatus	VGP
Squamata		Lepidosauria	Typhlopidae		rIndVio	Reptilia	-	Indotyphlops	violaceus	VGP
Squamata		Lepidosauria	Colubridae		rAtrCha	Reptilia	-	Atractus	charitoae	VGP
Squamata		Lepidosauria	Colubridae		rRhaPil	Reptilia	-	Rhadinella	pilonaorum	VGP
Squamata		Lepidosauria	Colubridae		rCalVir	Reptilia	-	Calamaria	virgulata	VGP
Squamata		Lepidosauria	Cordylidae 		rChaMio	Reptilia	-	Chamaesaura	miopropus	VGP
Squamata		Lepidosauria	Gekkonidae		rHemCur	Reptilia	-	Hemidactylus	curlei	VGP
Squamata		Lepidosauria	Phyllodactylidae		rGymVan	Reptilia	-	Gymnodactylus	vanzolinii	VGP
Squamata		Lepidosauria	Scincidae		rEmoTro	Reptilia	-	Emoia	tropidolepis	VGP
Squamata		Lepidosauria	Scincidae		rSphTra	Reptilia	-	Sphenomorphus	transversus	VGP
Squamata		Lepidosauria	Typhlopidae		rMalAnd	Reptilia	-	Malayotyphlops	andyi	VGP
Squamata		Lepidosauria	Agamidae 		rHypOrn	Reptilia	-	Hypsilurus	ornatus	VGP
Squamata		Lepidosauria	Colubridae		rAtrCht	Reptilia	-	Atractus	chthonius	VGP
Squamata		Lepidosauria	Colubridae		rRhaPos	Reptilia	-	Rhadinella	posadasi	VGP
Squamata		Lepidosauria	Gekkonidae		rLygVis	Reptilia	-	Lygodactylus	viscatus	VGP
Squamata		Lepidosauria	Lamprophiidae		rApaLin	Reptilia	-	Aparallactus	lineatus	VGP
Squamata		Lepidosauria	Liolaemidae		rPhyAgu	Reptilia	-	Phymaturus	aguanegra	VGP
Squamata		Lepidosauria	Tropiduridae		rSteAmy	Reptilia	-	Stenocercus	amydrorhytus	VGP
Squamata		Lepidosauria	Typhlopidae		rMalCan	Reptilia	-	Malayotyphlops	canlaonensis	VGP
Squamata		Lepidosauria	Colubridae		rAtrCla	Reptilia	-	Atractus	clarki	VGP
Squamata		Lepidosauria	Colubridae		rRhaRog	Reptilia	-	Rhadinella	rogerromani	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoGra	Reptilia	-	Anolis	granuliceps	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoWam	Reptilia	-	Anolis	wampuensis	VGP
Squamata		Lepidosauria	Scincidae		rLanMun	Reptilia	-	Lankascincus	munindradasai	VGP
Squamata		Lepidosauria	Scincidae		rSphTri	Reptilia	-	Sphenomorphus	tritaeniatus	VGP
Squamata		Lepidosauria	Typhlopidae		rMalCas	Reptilia	-	Malayotyphlops	castanotus	VGP
Squamata		Lepidosauria	Anguidae		rAbrGai	Reptilia	-	Abronia	gaiophantasma	VGP
Squamata		Lepidosauria	Colubridae		rAtrCol	Reptilia	-	Atractus	collaris	VGP
Squamata		Lepidosauria	Colubridae		rEryWil	Reptilia	-	Erythrolamprus	williamsi	VGP
Squamata		Lepidosauria	Colubridae		rRhaSch	Reptilia	-	Rhadinella	schistosa	VGP
Squamata		Lepidosauria	Colubridae		rCalKue	Reptilia	-	Calamorhabdium	kuekenthali	VGP
Squamata		Lepidosauria	Scincidae		rEmoVer	Reptilia	-	Emoia	veracunda	VGP
Squamata		Lepidosauria	Scincidae		rMocGra	Reptilia	-	Mochlus	grandisonianum	VGP
Squamata		Lepidosauria	Scincidae		rLanSri	Reptilia	-	Lankascincus	sripadensis	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rSphSib	Reptilia	-	Sphaerodactylus	siboney	VGP
Squamata		Lepidosauria	Typhlopidae		rMalCol	Reptilia	-	Malayotyphlops	collaris	VGP
Squamata		Lepidosauria	Colubridae		rRhaSer	Reptilia	-	Rhadinella	serperaster	VGP
Squamata		Lepidosauria	Gekkonidae		rHemEch	Reptilia	-	Hemidactylus	echinus	VGP
Squamata		Lepidosauria	Lamprophiidae		rApaMoe	Reptilia	-	Aparallactus	moeruensis	VGP
Squamata		Lepidosauria	Scincidae		rBraVer	Reptilia	-	Brachymeles	vermis	VGP
Squamata		Lepidosauria	Scincidae		rSphUnd	Reptilia	-	Sphenomorphus	undulatus	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rSphSom	Reptilia	-	Sphaerodactylus	sommeri	VGP
Squamata		Lepidosauria	Typhlopidae		rMalDen	Reptilia	-	Malayotyphlops	denrorum	VGP
Squamata		Lepidosauria	Agamidae 		rHypTen	Reptilia	-	Hypsilurus	tenuicephalus	VGP
Squamata		Lepidosauria	Anguidae		rAbrLeu	Reptilia	-	Abronia	leurolepis	VGP
Squamata		Lepidosauria	Colubridae		rAtrDar	Reptilia	-	Atractus	darienensis	VGP
Squamata		Lepidosauria	Colubridae		rRhaTol	Reptilia	-	Rhadinella	tolpanorum	VGP
Squamata		Lepidosauria	Cordylidae 		rCorClo	Reptilia	-	Cordylus	cloetei	VGP
Squamata		Lepidosauria	Scincidae		rEgePil	Reptilia	-	Egernia	pilbarensis	VGP
Squamata		Lepidosauria	Scincidae		rMocMab	Reptilia	-	Mochlus	mabuiiforme	VGP
Squamata		Lepidosauria	Scincidae		rBraVin	Reptilia	-	Brachymeles	vindumi	VGP
Squamata		Lepidosauria	Scincidae		rLerNev	Reptilia	-	Lerista	nevinae	VGP
Squamata		Lepidosauria	Scincidae		rSphVan	Reptilia	-	Sphenomorphus	vanheurni	VGP
Squamata		Lepidosauria	Tropiduridae		rSteArn	Reptilia	-	Stenocercus	arndti	VGP
Squamata		Lepidosauria	Typhlopidae		rMalHyp	Reptilia	-	Malayotyphlops	hypogius	VGP
Squamata		Lepidosauria	Colubridae		rAtrDep	Reptilia	-	Atractus	depressiocellus	VGP
Squamata		Lepidosauria	Colubridae		rEutSte	Reptilia	-	Eutrachelophis	steinbachi	VGP
Squamata		Lepidosauria	Colubridae		rLepHai	Reptilia	-	Leptophis	haileyi	VGP
Squamata		Lepidosauria	Gekkonidae		rCneMen	Reptilia	-	Cnemaspis	menikay	VGP
Squamata		Lepidosauria	Lamprophiidae		rApaNig	Reptilia	-	Aparallactus	nigriceps	VGP
Squamata		Lepidosauria	Liolaemidae		rLioApa	Reptilia	-	Liolaemus	aparicioi	VGP
Squamata		Lepidosauria	Scincidae		rMocMoc	Reptilia	-	Mochlus	mocquardi	VGP
Squamata		Lepidosauria	Scincidae		rRisBed	Reptilia	-	Ristella	beddomii	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rSphSto	Reptilia	-	Sphaerodactylus	storeyae	VGP
Squamata		Lepidosauria	Typhlopidae		rMalKoe	Reptilia	-	Malayotyphlops	koekkoeki	VGP
Squamata		Lepidosauria	Elapidae 		rMicIso	Reptilia	-	Micrurus	isozonus	VGP
Squamata		Lepidosauria	Gekkonidae		rCneMin	Reptilia	-	Cnemaspis	minang	VGP
Squamata		Lepidosauria	Gekkonidae		rMatSpa	Reptilia	-	Matoatoa	spannringi	VGP
Squamata		Lepidosauria	Lamprophiidae		rApaTur	Reptilia	-	Aparallactus	turneri	VGP
Squamata		Lepidosauria	Scincidae		rEgeRug	Reptilia	-	Egernia	rugosa	VGP
Squamata		Lepidosauria	Scincidae		rMocPae	Reptilia	-	Mochlus	paedocarinatum	VGP
Squamata		Lepidosauria	Scincidae		rBraWri	Reptilia	-	Brachymeles	wrighti	VGP
Squamata		Lepidosauria	Scincidae		rRisGue	Reptilia	-	Ristella	guentheri	VGP
Squamata		Lepidosauria	Scincidae		rLerOcc	Reptilia	-	Lerista	occulta	VGP
Squamata		Lepidosauria	Scincidae		rSphWol	Reptilia	-	Sphenomorphus	wollastoni	VGP
Squamata		Lepidosauria	Typhlopidae		rMalKra	Reptilia	-	Malayotyphlops	kraalii	VGP
Squamata		Lepidosauria	Agamidae 		rLopMac	Reptilia	-	Lophognathus	maculilabris	VGP
Squamata		Lepidosauria	Chamaeleonidae		rCalTsy	Reptilia	-	Calumma	tsycorne	VGP
Squamata		Lepidosauria	Colubridae		rAtrDui	Reptilia	-	Atractus	duidensis	VGP
Squamata		Lepidosauria	Colubridae		rOpiRug	Reptilia	-	Opisthotropis	rugosa	VGP
Squamata		Lepidosauria	Colubridae		rMacJas	Reptilia	-	Macrocalamus	jasoni	VGP
Squamata		Lepidosauria	Colubridae		rLepMod	Reptilia	-	Leptophis	modestus	VGP
Squamata		Lepidosauria	Elapidae 		rMicLan	Reptilia	-	Micrurus	langsdorffi	VGP
Squamata		Lepidosauria	Gekkonidae		rCyrSam	Reptilia	-	Cyrtodactylus	samroiyot	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerAdd	Reptilia	-	Gerrhopilus	addisoni	VGP
Squamata		Lepidosauria	Lamprophiidae		rLycCar	Reptilia	-	Lycodryas	carleti	VGP
Squamata		Lepidosauria	Scincidae		rEugMen	Reptilia	-	Eugongylus	mentovarius	VGP
Squamata		Lepidosauria	Scincidae		rMocPro	Reptilia	-	Mochlus	productum	VGP
Squamata		Lepidosauria	Scincidae		rSphWoo	Reptilia	-	Sphenomorphus	woodfordi	VGP
Squamata		Lepidosauria	Tropiduridae		rSteBol	Reptilia	-	Stenocercus	bolivarensis	VGP
Squamata		Lepidosauria	Agamidae 		rLeiNgo	Reptilia	-	Leiolepis	ngovantrii	VGP
Squamata		Lepidosauria	Anguidae		rAbrMel	Reptilia	-	Abronia	meledona	VGP
Squamata		Lepidosauria	Chamaeleonidae		rCalVat	Reptilia	-	Calumma	vatosoa	VGP
Squamata		Lepidosauria	Colubridae		rLepNeb	Reptilia	-	Leptophis	nebulosus	VGP
Squamata		Lepidosauria	Gekkonidae		rMedAsp	Reptilia	-	Mediodactylus	aspratilis	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerAnd	Reptilia	-	Gerrhopilus	andamanensis	VGP
Squamata		Lepidosauria	Scincidae		rMocSim	Reptilia	-	Mochlus	simonettai	VGP
Squamata		Lepidosauria	Scincidae		rSphZim	Reptilia	-	Sphenomorphus	zimmeri	VGP
Squamata		Lepidosauria	Anguidae		rAbrMit	Reptilia	-	Abronia	mitchelli	VGP
Squamata		Lepidosauria	Colubridae		rAtrEch	Reptilia	-	Atractus	echidna	VGP
Squamata		Lepidosauria	Colubridae		rGeoBel	Reptilia	-	Geophis	bellus	VGP
Squamata		Lepidosauria	Colubridae		rOpiSpe	Reptilia	-	Opisthotropis	spenceri	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoHag	Reptilia	-	Anolis	haguei	VGP
Squamata		Lepidosauria	Elapidae 		rMicLat	Reptilia	-	Micrurus	latifasciatus	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerAte	Reptilia	-	Gerrhopilus	ater	VGP
Squamata		Lepidosauria	Scincidae		rEugSul	Reptilia	-	Eugongylus	sulaensis	VGP
Squamata		Lepidosauria	Scincidae		rMocSom	Reptilia	-	Mochlus	somalicum	VGP
Squamata		Lepidosauria	Scincidae		rBraGas	Reptilia	-	Brachyseps	gastrostictus	VGP
Squamata		Lepidosauria	Colubridae		rGeoBet	Reptilia	-	Geophis	betaniensis	VGP
Squamata		Lepidosauria	Colubridae		rSapAta	Reptilia	-	Saphenophis	atahuallpae	VGP
Squamata		Lepidosauria	Colubridae		rLepSti	Reptilia	-	Leptophis	stimsoni	VGP
Squamata		Lepidosauria	Elapidae 		rBraCam	Reptilia	-	Brachyurophis	campbelli	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerBed	Reptilia	-	Gerrhopilus	beddomii	VGP
Squamata		Lepidosauria	Scincidae		rEugUni	Reptilia	-	Eugongylus	unilineatus	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rSphUnd	Reptilia	-	Sphaerodactylus	underwoodi	VGP
Squamata		Lepidosauria	Tropiduridae		rSteCar	Reptilia	-	Stenocercus	carrioni	VGP
Squamata		Lepidosauria	Agamidae 		rLeiRub	Reptilia	-	Leiolepis	rubritaeniata	VGP
Squamata		Lepidosauria	Anguidae		rAbrMon	Reptilia	-	Abronia	montecristoi	VGP
Squamata		Lepidosauria	Colubridae		rAtrEdi	Reptilia	-	Atractus	edioi	VGP
Squamata		Lepidosauria	Colubridae		rSapBou	Reptilia	-	Saphenophis	boursieri	VGP
Squamata		Lepidosauria	Colubridae		rMacVog	Reptilia	-	Macrocalamus	vogeli	VGP
Squamata		Lepidosauria	Elapidae 		rMicLim	Reptilia	-	Micrurus	limbatus	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerBis	Reptilia	-	Gerrhopilus	bisubocularis	VGP
Squamata		Lepidosauria	Gymnophthalmidae 		rGymLin	Reptilia	-	Gymnophthalmus	lineatus	VGP
Squamata		Lepidosauria	Scincidae		rMocTan	Reptilia	-	Mochlus	tanae	VGP
Squamata		Lepidosauria	Scincidae		rBraMan	Reptilia	-	Brachyseps	mandady	VGP
Squamata		Lepidosauria	Tropiduridae		rSteChi	Reptilia	-	Stenocercus	chinchaoensis	VGP
Squamata		Lepidosauria	Agamidae 		rLeiTri	Reptilia	-	Leiolepis	triploida	VGP
Squamata		Lepidosauria	Colubridae		rSapSne	Reptilia	-	Saphenophis	sneiderni	VGP
Squamata		Lepidosauria	Colubridae		rSalBai	Reptilia	-	Salvadora	bairdi	VGP
Squamata		Lepidosauria	Elapidae 		rMicMar	Reptilia	-	Micrurus	margaritiferus	VGP
Squamata		Lepidosauria	Gekkonidae		rMedIla	Reptilia	-	Mediodactylus	ilamensis	VGP
Squamata		Lepidosauria	Gymnophthalmidae 		rGymMar	Reptilia	-	Gymnophthalmus	marconaterai	VGP
Squamata		Lepidosauria	Scincidae		rGeoGla	Reptilia	-	Geomyersia	glabra	VGP
Squamata		Lepidosauria	Scincidae		rMocVin	Reptilia	-	Mochlus	vinciguerrae	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rSphWil	Reptilia	-	Sphaerodactylus	williamsi	VGP
Squamata		Lepidosauria	Tropiduridae		rSteChl	Reptilia	-	Stenocercus	chlorostictus	VGP
Squamata		Lepidosauria	Typhlopidae		rRamAng	Reptilia	-	Ramphotyphlops	angusticeps	VGP
Squamata		Lepidosauria	Colubridae		rAtrEmi	Reptilia	-	Atractus	emigdioi	VGP
Squamata		Lepidosauria	Colubridae		rSapTri	Reptilia	-	Saphenophis	tristriatus	VGP
Squamata		Lepidosauria	Colubridae		rPseAte	Reptilia	-	Pseudorabdion	ater	VGP
Squamata		Lepidosauria	Elapidae 		rMicMed	Reptilia	-	Micrurus	medemi	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerDep	Reptilia	-	Gerrhopilus	depressiceps	VGP
Squamata		Lepidosauria	Scincidae		rBraSpi	Reptilia	-	Brachyseps	spilostichus	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rSphZyg	Reptilia	-	Sphaerodactylus	zygaena	VGP
Squamata		Lepidosauria	Typhlopidae		rRamBec	Reptilia	-	Ramphotyphlops	becki	VGP
Squamata		Lepidosauria	Colubridae		rAtrEmm	Reptilia	-	Atractus	emmeli	VGP
Squamata		Lepidosauria	Colubridae		rPseCol	Reptilia	-	Pseudorabdion	collaris	VGP
Squamata		Lepidosauria	Colubridae		rLioPhi	Reptilia	-	Liopeltis	philippinus	VGP
Squamata		Lepidosauria	Dibamidae		rDibAlf	Reptilia	-	Dibamus	alfredi	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerEur	Reptilia	-	Gerrhopilus	eurydice	VGP
Squamata		Lepidosauria	Liolaemidae		rPhyDes	Reptilia	-	Phymaturus	desuetus	VGP
Squamata		Lepidosauria	Phyllodactylidae		rPhyAng	Reptilia	-	Phyllodactylus	angustidigitus	VGP
Squamata		Lepidosauria	Scincidae		rAliLuc	Reptilia	-	Alinea	luciae	VGP
Squamata		Lepidosauria	Typhlopidae		rRamBip	Reptilia	-	Ramphotyphlops	bipartitus	VGP
Squamata		Lepidosauria	Viperidae		rCauBil	Reptilia	-	Causus	bilineatus	VGP
Squamata		Lepidosauria	Agamidae 		rPogMic	Reptilia	-	Pogona	microlepidota	VGP
Squamata		Lepidosauria	Anguidae		rAbrRam	Reptilia	-	Abronia	ramirezi	VGP
Squamata		Lepidosauria	Colubridae		rAtrEri	Reptilia	-	Atractus	eriki	VGP
Squamata		Lepidosauria	Colubridae		rPseEis	Reptilia	-	Pseudorabdion	eiselti	VGP
Squamata		Lepidosauria	Colubridae		rLioRap	Reptilia	-	Liopeltis	rappi	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerFlo	Reptilia	-	Gerrhopilus	floweri	VGP
Squamata		Lepidosauria	Lamprophiidae		rMicTch	Reptilia	-	Micrelaps	tchernovi	VGP
Squamata		Lepidosauria	Typhlopidae		rRamCon	Reptilia	-	Ramphotyphlops	conradi	VGP
Squamata		Lepidosauria	Anguidae		rAbrRei	Reptilia	-	Abronia	reidi	VGP
Squamata		Lepidosauria	Colubridae		rAtrEry	Reptilia	-	Atractus	erythromelas	VGP
Squamata		Lepidosauria	Colubridae		rGeoCha	Reptilia	-	Geophis	chalybeus	VGP
Squamata		Lepidosauria	Cordylidae 		rCorNyi	Reptilia	-	Cordylus	nyikae	VGP
Squamata		Lepidosauria	Dibamidae		rDibBoo	Reptilia	-	Dibamus	booliati	VGP
Squamata		Lepidosauria	Elapidae 		rCacChu	Reptilia	-	Cacophis	churchilli	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerFre	Reptilia	-	Gerrhopilus	fredparkeri	VGP
Squamata		Lepidosauria	Lamprophiidae		rMicVai	Reptilia	-	Micrelaps	vaillanti	VGP
Squamata		Lepidosauria	Typhlopidae		rRamCum	Reptilia	-	Ramphotyphlops	cumingii	VGP
Squamata		Lepidosauria	Anguidae		rAbrSal	Reptilia	-	Abronia	salvadorensis	VGP
Squamata		Lepidosauria	Colubridae		rPseMcn	Reptilia	-	Pseudorabdion	mcnamarae	VGP
Squamata		Lepidosauria	Colubridae		rSalLem	Reptilia	-	Salvadora	lemniscata	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerHad	Reptilia	-	Gerrhopilus	hades	VGP
Squamata		Lepidosauria	Scincidae		rLioPer	Reptilia	-	Liopholis	personata	VGP
Squamata		Lepidosauria	Scincidae		rTroDav	Reptilia	-	Tropidophorus	davaoensis	VGP
Squamata		Lepidosauria	Colubridae		rPseMod	Reptilia	-	Pseudorabdion	modiglianii	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoIba	Reptilia	-	Anolis	ibague	VGP
Squamata		Lepidosauria	Elapidae 		rMicMul	Reptilia	-	Micrurus	multifasciatus	VGP
Squamata		Lepidosauria	Gekkonidae		rMedSte	Reptilia	-	Mediodactylus	stevenandersoni	VGP
Squamata		Lepidosauria	Lamprophiidae		rPolBar	Reptilia	-	Polemon	barthii	VGP
Squamata		Lepidosauria	Typhlopidae		rRamExo	Reptilia	-	Ramphotyphlops	exocoeti	VGP
Squamata		Lepidosauria	Viperidae		rCauRas	Reptilia	-	Causus	rasmusseni	VGP
Squamata		Lepidosauria	Colubridae		rGeoDow	Reptilia	-	Geophis	downsi	VGP
Squamata		Lepidosauria	Colubridae		rPseMon	Reptilia	-	Pseudorabdion	montanum	VGP
Squamata		Lepidosauria	Dibamidae		rDibDal	Reptilia	-	Dibamus	dalaiensis	VGP
Squamata		Lepidosauria	Elapidae 		rMicMul	Reptilia	-	Micrurus	multiscutatus	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerIno	Reptilia	-	Gerrhopilus	inornatus	VGP
Squamata		Lepidosauria	Phyllodactylidae		rPhyCli	Reptilia	-	Phyllodactylus	clinatus	VGP
Squamata		Lepidosauria	Scincidae		rLerRol	Reptilia	-	Lerista	rolfei	VGP
Squamata		Lepidosauria	Typhlopidae		rRamFla	Reptilia	-	Ramphotyphlops	flaviventer	VGP
Squamata		Lepidosauria	Colubridae		rAtrFra	Reptilia	-	Atractus	franciscopaivai	VGP
Squamata		Lepidosauria	Colubridae		rScaRaf	Reptilia	-	Scaphiophis	raffreyi	VGP
Squamata		Lepidosauria	Dactyloidae		rAnoIgn	Reptilia	-	Anolis	ignigularis	VGP
Squamata		Lepidosauria	Elapidae 		rCryBos	Reptilia	-	Cryptophis	boschmai	VGP
Squamata		Lepidosauria	Gekkonidae		rCneOcc	Reptilia	-	Cnemaspis	occidentalis	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerLes	Reptilia	-	Gerrhopilus	lestes	VGP
Squamata		Lepidosauria	Sphaerodactylidae		rTerSis	Reptilia	-	Teratoscincus	sistanense	VGP
Squamata		Lepidosauria	Tropiduridae		rSteEry	Reptilia	-	Stenocercus	erythrogaster	VGP
Squamata		Lepidosauria	Typhlopidae		rRamHat	Reptilia	-	Ramphotyphlops	hatmaliyeb	VGP
Squamata		Lepidosauria	Colubridae		rAtrFra	Reptilia	-	Atractus	francoi	VGP
Squamata		Lepidosauria	Colubridae		rSibLin	Reptilia	-	Sibon	linearis	VGP
Squamata		Lepidosauria	Colubridae		rRhaAng	Reptilia	-	Rhabdophis	angeli	VGP
Squamata		Lepidosauria	Colubridae		rPseSar	Reptilia	-	Pseudorabdion	sarasinorum	VGP
Squamata		Lepidosauria	Dibamidae		rDibDez	Reptilia	-	Dibamus	dezwaani	VGP
Squamata		Lepidosauria	Elapidae 		rCryInc	Reptilia	-	Cryptophis	incredibilis	VGP
Squamata		Lepidosauria	Elapidae 		rMicNat	Reptilia	-	Micrurus	nattereri	VGP
Squamata		Lepidosauria	Gerrhopilidae		rGerMcd	Reptilia	-	Gerrhopilus	mcdowelli	VGP
Squamata		Lepidosauria	Viperidae		rBotCol	Reptilia	-	Bothrocophias	colombianus	VGP
Squamata		Lepidosauria	Viperidae		rCerBoe	Reptilia	-	Cerastes	boehmei	VGP
Squamata		Lepidosauria	Colubridae		rRhaAur	Reptilia	-	Rhabdophis	auriculata	VGP
