	Species_name	Subspecies	Common_Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
1602	Cardellina canadensis		Canada Warbler	Parulidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1603	Cardellina canadensis		Canada Warbler	Parulidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1604	Cardellina pusilla		Wilson's Warbler	Parulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1605	Cardellina pusilla		Wilson's Warbler	Parulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1606	Cardellina rubra		Red Warbler	Parulidae							B10K		
1607	Cardellina rubrifrons		Red-faced Warbler	Parulidae							B10K		
1608	Cardellina versicolor		Pink-headed Warbler	Parulidae							B10K		
1614	Carduelis citrinella		Citril Finch	Fringillidae							B10K		
1615	Cariama cristata		Red-legged Seriema	Cariamidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1616	Caridonax fulgidus		White-rumped Kingfisher	Alcedinidae							B10K		
1618	Carpococcyx renauldi		Coral-billed Ground Cuckoo	Cuculidae							B10K		
1620	Carpodacus davidianus		Père David's Rosefinch	Fringillidae							B10K		
1622	Carpodacus edwardsii		Dark-rumped Rosefinch	Fringillidae							B10K		
1623	Carpodacus formosanus		Taiwan Rosefinch	Fringillidae							B10K		
1624	Carpodacus grandis		Blyth's Rosefinch	Fringillidae							B10K		
1625	Carpodacus pulcherrimus		Beautiful Rosefinch	Fringillidae							B10K		
1626	Carpodacus puniceus		Red-fronted Rosefinch	Fringillidae							B10K		
1627	Carpodacus rhodochlamys		Red-mantled Rosefinch	Fringillidae							B10K		
1628	Carpodacus roborowskii		Roborovski's Rosefinch	Fringillidae							B10K		
1629	Carpodacus rodochroa		Pink-browed Rosefinch	Fringillidae							B10K		
1630	Carpodacus rodopeplus		Spot-winged Rosefinch	Fringillidae							B10K		
1631	Carpodacus roseus		Pallas's Rosefinch	Fringillidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1632	Carpodacus rubicilla		Great Rosefinch	Fringillidae							B10K		
1633	Carpodacus rubicilloides		Streaked Rosefinch	Fringillidae							B10K		
1634	Carpodacus sibiricus		Long-tailed Rosefinch	Fringillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1637	Carpodacus synoicus		Sinai Rosefinch	Fringillidae							B10K		
1638	Carpodacus thura		Himalayan White-browed Rosefinch	Fringillidae							B10K		
1639	Carpodacus trifasciatus		Three-banded Rosefinch	Fringillidae							B10K		
1641	Carpodacus vinaceus		Vinaceous Rosefinch	Fringillidae							B10K		
1643	Carpodectes antoniae		Yellow-billed Cotinga	Cotingidae							B10K		
1644	Carpodectes hopkei		Black-tipped Cotinga	Cotingidae							B10K		
1645	Carpodectes nitidus		Snowy Cotinga	Cotingidae							B10K		
1646	Carpornis cucullata		Hooded Berryeater	Cotingidae							B10K		
1647	Carpornis melanocephala		Black-headed Berryeater	Cotingidae							B10K		
1648	Carpospiza brachydactyla		Pale Rock Sparrow	Passeridae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
1649	Carterornis chrysomela		Golden Monarch	Monarchidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1650	Carterornis leucotis		White-eared Monarch	Monarchidae							B10K		
1651	Carterornis pileatus		White-naped Monarch	Monarchidae							B10K		
1656	Casiornis fuscus		Ash-throated Casiornis	Tyrannidae							B10K		
1657	Casiornis rufus		Rufous Casiornis	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1658	Casiornis rufus		Rufous Casiornis	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1660	Casuarius bennetti		Dwarf Cassowary	Casuariidae							B10K		
1661	Casuarius casuarius		Southern Cassowary	Casuariidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1662	Casuarius unappendiculatus		Northern Cassowary	Casuariidae							B10K		
1663	Catamblyrhynchus diadema		Plushcap	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1664	Catamenia analis		Band-tailed Seedeater	Thraupidae							B10K		
1665	Catamenia homochroa		Paramo Seedeater	Thraupidae							B10K		
1667	Cataponera turdoides		Sulawesi Thrush	Turdidae							B10K		
1668	Catharopeza bishopi		Whistling Warbler	Parulidae							B10K		
1669	Cathartes aura		Turkey Vulture	Cathartidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1670	Cathartes burrovianus		Lesser Yellow-headed Vulture	Cathartidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1671	Cathartes melambrotus		Greater Yellow-headed Vulture	Cathartidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1672	Catharus aurantiirostris		Orange-billed Nightingale Thrush	Turdidae							B10K		
1673	Catharus bicknelli		Bicknell's Thrush	Turdidae							B10K		
1674	Catharus dryas		Spotted Nightingale Thrush	Turdidae							B10K		
1675	Catharus frantzii		Ruddy-capped Nightingale Thrush	Turdidae							B10K		
1676	Catharus fuscater		Slaty-backed Nightingale Thrush	Turdidae	Phase Genus						B10K	B10K	
1677	Catharus fuscescens		Veery	Turdidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1678	Catharus fuscescens		Veery	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1679	Catharus gracilirostris		Black-billed Nightingale Thrush	Turdidae							B10K		
1681	Catharus mexicanus		Black-headed Nightingale Thrush	Turdidae							B10K		
1682	Catharus minimus		Gray-cheeked Thrush	Turdidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1683	Catharus occidentalis		Russet Nightingale Thrush	Turdidae							B10K		
1684	Catharus ustulatus		Swainson's Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1685	Catharus ustulatus		Swainson's Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1687	Catreus wallichii		Cheer Pheasant	Phasianidae	Phase Genus						B10K	B10K	
1692	Cecropis abyssinica	unitatis	Lesser Striped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1693	Cecropis abyssinica		Lesser Striped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1695	Cecropis cucullata		Greater Striped Swallow	Hirundinidae		B10K				sample_collected	B10K		
1696	Cecropis daurica	rufula	Red-rumped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1697	Cecropis semirufa		Rufous-chested Swallow	Hirundinidae							B10K		
1701	Celeus castaneus		Chestnut-colored Woodpecker	Picidae							B10K		
1702	Celeus elegans		Chestnut Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1703	Celeus flavescens		Blond-crested Woodpecker	Picidae							B10K		
1705	Celeus grammicus		Scale-breasted Woodpecker	Picidae							B10K		
1706	Celeus loricatus		Cinnamon Woodpecker	Picidae							B10K		
1707	Celeus lugubris		Pale-crested Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1708	Celeus obrieni		Kaempfer's Woodpecker	Picidae							B10K		
1710	Celeus spectabilis		Rufous-headed Woodpecker	Picidae							B10K		
1712	Celeus undatus		Waved Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1713	Centrocercus minimus		Gunnison Sage Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1714	Centrocercus minimus		Gunnison Sage Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1715	Centrocercus urophasianus		Greater Sage Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1716	Centronyx bairdii		Baird's Sparrow	Passerellidae							B10K		
1717	Centronyx henslowii		Henslow's Sparrow	Passerellidae							B10K		
1720	Centropus bengalensis		Lesser Coucal	Cuculidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1725	Centropus cupreicaudus		Coppery-tailed Coucal	Cuculidae							B10K		
1727	Centropus grillii		African Black Coucal	Cuculidae							B10K		
1732	Centropus monachus		Blue-headed Coucal	Cuculidae							B10K		
1734	Centropus phasianinus		Pheasant Coucal	Cuculidae							B10K		
1736	Centropus senegalensis		Senegal Coucal	Cuculidae							B10K		
1737	Centropus sinensis		Greater Coucal	Cuculidae							B10K		
1738	Centropus steerii		Black-hooded Coucal	Cuculidae							B10K		
1740	Centropus toulou		Madagascar Coucal	Cuculidae							B10K		
1741	Centropus unirufus		Rufous Coucal	Cuculidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1744	Cephalopterus glabricollis		Bare-necked Umbrellabird	Cotingidae							B10K		
1745	Cephalopterus ornatus		Amazonian Umbrellabird	Cotingidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1746	Cephalopterus ornatus	ornatus	Amazonian Umbrellabird	Cotingidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1747	Cephalopterus penduliger		Long-wattled Umbrellabird	Cotingidae							B10K		
1748	Cephalopyrus flammiceps		Fire-capped Tit	Paridae							B10K		
1749	Cepphus carbo		Spectacled Guillemot	Alcidae							B10K		
1750	Cepphus columba		Pigeon Guillemot	Alcidae							B10K		
1751	Cepphus grylle		Black Guillemot	Alcidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
1752	Cepphus grylle		Black Guillemot	Alcidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1754	Ceratogymna atrata		Black-casqued Hornbill	Bucerotidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1755	Ceratogymna elata		Yellow-casqued Hornbill	Bucerotidae							B10K		
1756	Ceratopipra chloromeros		Round-tailed Manakin	Pipridae							B10K		
1757	Ceratopipra cornuta		Scarlet-horned Manakin	Pipridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1758	Ceratopipra erythrocephala		Golden-headed Manakin	Pipridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1759	Ceratopipra mentalis		Red-capped Manakin	Pipridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1760	Ceratopipra rubrocapilla		Red-headed Manakin	Pipridae							B10K		
1762	Cercococcyx mechowi		Dusky Long-tailed Cuckoo	Cuculidae							B10K		
1763	Cercococcyx montanus		Barred Long-tailed Cuckoo	Cuculidae							B10K		
1764	Cercococcyx olivinus		Olive Long-tailed Cuckoo	Cuculidae							B10K		
1765	Cercomacra brasiliana		Rio de Janeiro Antbird	Thamnophilidae							B10K		
1766	Cercomacra carbonaria		Rio Branco Antbird	Thamnophilidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1767	Cercomacra cinerascens		Gray Antbird	Thamnophilidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1768	Cercomacra ferdinandi		Bananal Antbird	Thamnophilidae							B10K		
1769	Cercomacra laeta		Willis's Antbird	Thamnophilidae							B10K		
1770	Cercomacra manu		Manu Antbird	Thamnophilidae							B10K		
1771	Cercomacra melanaria		Mato Grosso Antbird	Thamnophilidae							B10K		
1773	Cercomacra nigricans		Jet Antbird	Thamnophilidae							B10K		
1775	Cercomacra serva		Black Antbird	Thamnophilidae							B10K		
1777	Cercotrichas barbata		Miombo Bearded Scrub Robin	Muscicapidae							B10K		
1778	Cercotrichas coryphoeus		Karoo Scrub Robin	Muscicapidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
1779	Cercotrichas coryphoeus	coryphaeus	Karoo Scrub Robin	Muscicapidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1780	Cercotrichas galactotes		Rufous Scrub Robin	Muscicapidae							B10K		
1781	Cercotrichas hartlaubi		Brown-backed Scrub Robin	Muscicapidae							B10K		
1782	Cercotrichas leucophrys		White-browed Scrub Robin	Muscicapidae		B10K				sample_collected	B10K		
1783	Cercotrichas leucosticta		Forest Scrub Robin	Muscicapidae							B10K		
1785	Cercotrichas podobe		Black Scrub Robin	Muscicapidae							B10K		
1786	Cercotrichas quadrivirgata		Eastern Bearded Scrub Robin	Muscicapidae							B10K		
1787	Cercotrichas signata		Brown Scrub Robin	Muscicapidae							B10K		
1788	Cereopsis novaehollandiae		Cape Barren Goose	Anatidae	Phase Genus						B10K	B10K	
1789	Cerorhinca monocerata		Rhinoceros Auklet	Alcidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1790	Certhia americana		American Treecreeper	Certhiidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1791	Certhia brachydactyla		Short-toed Treecreeper	Certhiidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1792	Certhia discolor		Sikkim Treecreeper	Certhiidae							B10K		
1793	Certhia familiaris		Eurasian Treecreeper	Certhiidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
1794	Certhia familiaris	persica	Eurasian Treecreeper	Certhiidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1795	Certhia himalayana		Bar-tailed Treecreeper	Certhiidae							B10K		
1796	Certhia hodgsoni		Hodgson's Treecreeper	Certhiidae							B10K		
1797	Certhia manipurensis		Manipur Treecreeper	Certhiidae							B10K		
1798	Certhia nipalensis		Rusty-flanked Treecreeper	Certhiidae							B10K		
1799	Certhia tianquanensis		Sichuan Treecreeper	Certhiidae							B10K		
1800	Certhiasomus stictolaemus		Spot-throated Woodcreeper	Dendrocolaptidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1802	Certhiaxis mustelinus		Red-and-white Spinetail	Furnariidae							B10K		
1803	Certhidea fusca		Gray Warbler Finch	Thraupidae							B10K		
1804	Certhidea olivacea		Green Warbler Finch	Thraupidae							B10K		
1806	Certhilauda brevirostris		Agulhas Long-billed Lark	Alaudidae							B10K		
1807	Certhilauda chuana		Short-clawed Lark	Alaudidae							B10K		
1808	Certhilauda curvirostris		Cape Long-billed Lark	Alaudidae							B10K		
1809	Certhilauda semitorquata		Eastern Long-billed Lark	Alaudidae							B10K		
1810	Certhilauda subcoronata		Karoo Long-billed Lark	Alaudidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1811	Certhionyx variegatus		Pied Honeyeater	Meliphagidae							B10K		
1812	Ceryle rudis		Pied Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1813	Cettia brunnifrons		Grey-sided Bush Warbler	Scotocercidae							B10K		
1814	Cettia castaneocoronata		Chestnut-headed Tesia	Scotocercidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1815	Cettia cetti		Cetti's Warbler	Scotocercidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
1816	Cettia cetti		Cetti's Warbler	Scotocercidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1817	Cettia major		Chestnut-crowned Bush Warbler	Scotocercidae							B10K		
1818	Ceuthmochares aereus		Yellowbill	Cuculidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1819	Ceyx argentatus		Silvery Kingfisher	Alcedinidae							B10K		
1820	Ceyx azureus		Azure Kingfisher	Alcedinidae							B10K		
1821	Ceyx cyanopectus		Indigo-banded Kingfisher	Alcedinidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1822	Ceyx erithaca		Oriental Dwarf Kingfisher	Alcedinidae							B10K		
1823	Ceyx fallax		Sulawesi Dwarf Kingfisher	Alcedinidae							B10K		
1824	Ceyx lepidus		Variable Dwarf Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1825	Ceyx melanurus	melanurus	Philippine Dwarf Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1826	Ceyx pusillus		Little Kingfisher	Alcedinidae							B10K		
1827	Ceyx websteri		Bismarck Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1828	Chaetocercus astreans		Santa Marta Woodstar	Trochilidae							B10K		
1829	Chaetocercus berlepschi		Esmeraldas Woodstar	Trochilidae							B10K		
1830	Chaetocercus bombus		Little Woodstar	Trochilidae							B10K		
1831	Chaetocercus heliodor		Gorgeted Woodstar	Trochilidae							B10K		
1832	Chaetocercus jourdanii		Rufous-shafted Woodstar	Trochilidae							B10K		
1833	Chaetocercus mulsant		White-bellied Woodstar	Trochilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1835	Chaetoptila angustipluma		Kioea	Mohoidae							B10K		
1836	Chaetorhynchus papuensis		Pygmy Drongo	Rhipiduridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1837	Chaetorhynchus papuensis		Pygmy Drongo	Rhipiduridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1838	Chaetornis striata		Bristled Grass Warbler	Locustellidae							B10K		
1839	Chaetura brachyura		Short-tailed Swift	Apodidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1840	Chaetura chapmani		Chapman's Swift	Apodidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1841	Chaetura cinereiventris		Gray-rumped Swift	Apodidae							B10K		
1842	Chaetura egregia		Pale-rumped Swift	Apodidae							B10K		
1843	Chaetura fumosa		Costa Rican Swift	Apodidae							B10K		
1844	Chaetura martinica		Lesser Antillean Swift	Apodidae							B10K		
1846	Chaetura pelagica		Chimney Swift	Apodidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1847	Chaetura pelagica		Chimney Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1848	Chaetura spinicaudus		Band-rumped Swift	Apodidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1849	Chaetura vauxi		Vaux's Swift	Apodidae							B10K		
1854	Chalcites basalis		Horsfield's Bronze Cuckoo	Cuculidae							B10K		
1856	Chalcites lucidus		Shining Bronze Cuckoo	Cuculidae							B10K		
1859	Chalcites minutillus		Little Bronze Cuckoo	Cuculidae							B10K		
1863	Chalcomitra amethystina		Amethyst Sunbird	Nectariniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1865	Chalcomitra fuliginosa		Carmelite Sunbird	Nectariniidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1867	Chalcomitra rubescens		Green-throated Sunbird	Nectariniidae							B10K		
1868	Chalcomitra senegalensis		Scarlet-chested Sunbird	Nectariniidae		B10K				sample_collected	B10K		
1869	Chalcoparia singalensis		Ruby-cheeked Sunbird	Nectariniidae		B10K	B10K	B10K		in_progress	B10K		
1870	Chalcophaps indica		Emerald Dove	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1871	Chalcophaps stephani		Stephan's Dove	Columbidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1872	Chalcopsitta atra		Black Lory	Psittaculidae							B10K		
1874	Chalcopsitta duivenbodei	duivenbodei	Brown Lory	Psittaculidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1875	Chalcopsitta scintillata		Yellow-streaked Lory	Psittaculidae							B10K		
1876	Chalcostigma herrani		Rainbow-bearded Thornbill	Trochilidae							B10K		
1877	Chalcostigma heteropogon		Bronze-tailed Thornbill	Trochilidae							B10K		
1878	Chalcostigma olivaceum		Olivaceous Thornbill	Trochilidae							B10K		
1879	Chalcostigma ruficeps		Rufous-capped Thornbill	Trochilidae							B10K		
1880	Chalcostigma stanleyi		Blue-mantled Thornbill	Trochilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1881	Chalybura buffonii		White-vented Plumeleteer	Trochilidae	Phase Genus						B10K	B10K	
1882	Chalybura urochrysia		Bronze-tailed Plumeleteer	Trochilidae							B10K		
1884	Chamaepetes goudotii		Sickle-winged Guan	Cracidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1885	Chamaepetes unicolor		Black Guan	Cracidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1886	Chamaetylas choloensis		Cholo Alethe	Muscicapidae							B10K		
1887	Chamaetylas fuelleborni		White-chested Alethe	Muscicapidae							B10K		
1888	Chamaetylas poliocephala	poliocephala	Brown-chested Alethe	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1889	Chamaetylas poliocephala		Brown-chested Alethe	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1891	Chamaeza campanisona		Short-tailed Ant-thrush	Formicariidae	Phase Genus						B10K	B10K	
1892	Chamaeza meruloides		Such's Ant-thrush	Formicariidae							B10K		
1893	Chamaeza mollissima		Barred Ant-thrush	Formicariidae							B10K		
1894	Chamaeza nobilis		Striated Ant-thrush	Formicariidae							B10K		
1895	Chamaeza ruficauda		Rufous-tailed Ant-thrush	Formicariidae							B10K		
1896	Chamaeza turdina		Schwartz's Ant-thrush	Formicariidae							B10K		
1897	Charadrius alexandrinus		Kentish Plover	Charadriidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
1898	Charadrius alexandrinus		Kentish Plover	Charadriidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1899	Charadrius alticola		Puna Plover	Charadriidae							B10K		
1900	Charadrius asiaticus		Caspian Plover	Charadriidae							B10K		
