"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"170","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","poterii","(Stainton, 1857)","Sumpf-Zwergminierfalter","161","4a8f737a-57d4-443d-b63a-3ffa9799b7f5","","","20/01/2021","Korrektur Jahr der Erstbeschreibung: 1958 ==> 1957","D-CH-A","etabliert","etabliert","D","C","A","","19","Ja","Ja"
"171","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","filipendulae","(Wocke, 1871)","Mädesüß-Zwergminierfalter","162","62aa7872-9aa1-4bf1-b32c-292099cfcc14","","","","","D-CH-A","etabliert","etabliert","D","","A","","20","Ja","Ja"
"172","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","ulmariae","(Wocke, 1879)","","163","0b27fed1-871e-4dab-992a-4566853649c3","","zu löschen!","19/01/2021","Synonym zu Stigmella filipendulae","","[-]","[-]","","","","","","[-]","[-]"
"173","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","lediella","(Schleich, 1867)","Sumpfporst-Zwergminierfalter","164","a1ade752-53c0-41ad-95b2-cb3b51539fa0","","","16/03/2022","A-Fähnchen gehisst","D-CH-A","etabliert","etabliert","D","","A","","11","Ja","Ja"
"174","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","sorbi","(Stainton, 1861)","","148","512e0d28-87c1-41e1-a828-fa279d4716b4","","","","","D-CH-A","etabliert","etabliert","D","C","A","","26","Ja","Ja"
"175","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","plagicolella","(Stainton, 1854)","","149","eaec28dc-2fd7-4ec3-bd55-62d7305b9d1e","","","","","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"176","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","amygdali","(Klimesch, 1978)","","168","47555322-5d55-4be7-9dbb-6de34b4af75a","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","4","","Ja"
"177","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","lemniscella","(Zeller, 1839)","","150","f4c75962-8929-4fc9-9fd8-1b9d56f125ba","","","","","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"178","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","continuella","(Stainton, 1856)","","151","ec372e25-6a6d-4e13-8969-549ce484c94e","","","","","D-CH-A","etabliert","etabliert","D","C","A","","19","Ja","Ja"
"180","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","floslactella","(Haworth, 1828)","","136","8af76501-676a-463a-af7f-32ec64879b48","","","","","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja","Ja"
"181","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","carpinella","(Heinemann, 1862)","","137","8703471b-62bf-4754-9b98-c4d7edc951bc","","","","","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"182","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","tityrella","(Stainton, 1854)","","138","63deaff7-47e2-491a-96b0-228780186fe8","","","","","D-CH-A","etabliert","etabliert","D","C","A","","28","Ja","Ja"
"183","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","johanssonella","Laštůvka & Laštůvka, 1997","","00185e","6cdb1048-abcc-4d64-b522-84815e08533e","","","","","D-CH-A","etabliert","etabliert","","","A","","6","",""
"184","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","hemargyrella","(Kollar, 1832)","","169","1188f29b-5f50-49ea-b639-71053f802419","","","","","D-CH-A","etabliert","etabliert","D","C","A","","28","Ja","Ja"
"185","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","suberivora","(Stainton, 1869)","","171","96ed1230-355b-4c61-acfc-a4a38034188a","","","","","","etabliert","etabliert","","","","","10","","Ja"
"186","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","basiguttella","(Heinemann, 1862)","","173","75ff25fd-46fb-48f5-a580-973d53dae7a0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","28","Ja","Ja"
"187","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","svenssoni","(Johansson, 1971)","Svenssons Eichen-Zwergminierfalter","174","f3fd7f97-544a-48a8-b354-d8820c578a1c","","","","","D-CH-A","etabliert","etabliert","D","C","","","18","","Ja"
"188","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","zangherii","(Klimesch, 1951)","","175","32dd74be-918f-4628-acad-3f41d88a6ef6","","","","","D-CH-A","etabliert","etabliert","","","A","","9","","Ja"
"189","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","szoecsiella","(Borkowski, 1972)","","176","bc59f89a-0466-4788-acf2-fa6a55ac1ddd","","","","","","etabliert","etabliert","","","","","6","","Ja"
"191","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","dorsiguttella","(Johansson, 1971)","","178","64f5bd93-8918-44bc-af61-afafb9953a3f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","15","Ja","Ja"
"192","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","ruficapitella","(Haworth, 1828)","","179","e9035ca9-a191-4648-8062-f658e17cfb7f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"193","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","atricapitella","(Haworth, 1828)","Schwarzköpfiger Eichen-Zwergminierfalter","180","be5efedc-af4c-445e-9a15-ffce28fa02c5","","","","","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja",""
"194","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","samiatella","(Zeller, 1839)","","181","f530dd6f-3b6c-4c52-8525-c9c87273735c","","","","","D-CH-A","etabliert","etabliert","D","C","A","","32","Ja","Ja"
"195","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","roborella","(Johansson, 1971)","Johanssons Eichen-Zwergminierfalter","182","8d0677d0-b8c5-4849-84a4-1cbd4c9d28e8","","","","","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"196","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","eberhardi","(Johansson, 1971)","","183","1015554c-08c2-4cf4-ad37-b160d1a1f932","","","","","D-CH-A","etabliert","etabliert","","","A","","12","","Ja"
"197","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","tristis","(Wocke, 1862)","","184","7294c1e9-2ebb-4933-a614-8027ae8eec08","","","","","","etabliert","etabliert","","","","nur Nordeuropa (fi, no, se, ru-eu)","4","","Ja"
"199","Nepticuloidea","Nepticulidae","Nepticulinae","Nepticulini","","Stigmella","fasciata","van Nieukerken & Johansson, 2003","","00185c","2f579bc2-2693-4c7f-8739-7315856a9810","","","","","","etabliert","etabliert","","","","nur Balkan erweitert","3","",""
"202","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Bohemannia","pulverosella","(Stainton, 1849)","Früher Wildapfel-Zwergminierfalter","239","f5f0b179-a59a-45bc-bed2-39d434e10a5f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","26","Ja","Ja"
"203","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Bohemannia","quadrimaculella","(Boheman, 1853)","","240","567c91be-e4a0-450d-91b9-210f4762f101","","","","","D-CH-A","etabliert","etabliert","D","C","A","","16","Ja","Ja"
"204","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Bohemannia","auriciliella","(de Joannis, 1909)","","241","93772dfa-c71b-4c25-b756-19140535aa03","","","22.10.2019 und 15.09.2020","Änderung Jahreszahl: (DE JOANNIS, 1908) ==> (DE JOANNIS, 1909); D-Fähnchen gehisst","D-CH-A","etabliert","etabliert","D","C","","","8","Ja","Ja"
"205","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","melanoptera","(van Nieukerken & Puplesis, 1991)","","193","030cb08b-ab34-446b-a827-575e9183fa9f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","14","","Ja"
"206","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","alypella","(Klimesch, 1975)","","194","2d32b7ef-39e8-4636-a680-bb340b9b9524","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","4","","Ja"
"208","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","headleyella","(Stainton, 1854)","Braunellen-Zwergminierfalter","196","baa9dba1-570e-4522-95fc-3dbed20b77fb","","","","","D-CH-A","etabliert","etabliert","D","C","A","","22","Ja","Ja"
"209","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","lituanica","(Ivinskis & van Nieukerken, 2012)","","00196a","78f0435a-cebe-4ad3-8143-29f1300dcce9","","","","","D-CH-A","etabliert","etabliert","","","A","","8","","Ja"
"211","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","hamirella","(Chrétien, 1915)","","00197a","a8d28836-4481-4963-9120-9c9abed71f09","","","","","","etabliert","etabliert","","","","nur Zypern","1","",""
"212","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","thymi","(Szőcs, 1965)","","198","c8b15bdb-c32a-4722-ad6c-cfbbcfcf375b","","","17/10/2017","D-Einzelfähnchen ==> D-Fähnchen","D-CH-A","etabliert","etabliert","D","","A","","9","","Ja"
"213","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","teucriella","(Chrétien, 1914)","","199","f4ccc3e1-6bfe-4f80-91db-fdc030fe437a","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"214","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","stoechadella","(Klimesch, 1975)","","200","ea8e63c8-5fb6-4aa4-a058-b2d4742a225f","","","","","","etabliert","etabliert","","","","","5","",""
"215","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","rosmarinella","(Chrétien, 1914)","","201","20098ec9-1601-4752-a1ee-65618a27b7a0","","","","","","etabliert","etabliert","","","","","6","","Ja"
"216","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","trilobella","(Klimesch, 1978)","","202","0689175e-45d1-4bc2-8620-82a759d82352","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","4","","Ja"
"217","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","sanctibenedicti","(Klimesch, 1979)","","203","12215bd8-657e-466b-9210-f338bd29a5a3","","","","","","etabliert","etabliert","","","","nur Spanien","1","","Ja"
"218","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","bupleurella","(Chrétien, 1907)","","204","f0571c22-f91a-4a6b-9829-9db2c8c3e0aa","","","","","","etabliert","etabliert","","","","","4","","Ja"
"219","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","megaphallus","(van Nieukerken, Laštůvka & Laštůvka, 2013)","","00204a","89c409e4-e304-4e23-9ff7-e75d3b18a247","","","","","","etabliert","etabliert","","","","nur Spanien","1","",""
"220","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","chretieni","(Laštůvka, Laštůvka & van Nieukerken, 2013)","","00204b","a7aee794-0a7d-4a89-a163-a32c624c50e6","","","","","","etabliert","etabliert","","","","","3","",""
"224","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","istriae","(Laštůvka & Laštůvka, 2000)","","00205b","de8dddb9-a2b8-4b9d-baa5-cd9f1a69092d","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"225","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","kalavritana","(Laštůvka & Laštůvka, 1998)","","00205c","2f4eab51-5f7e-42f8-aa84-a422dac244ad","","","","","","etabliert","etabliert","","","","nur Griechenland","1","",""
"227","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","magna","(Laštůvka & Laštůvka, 1997)","","00205e","95b39740-4423-48b4-8f7e-0157fe89c8fe","","","","","","etabliert","etabliert","","","","","3","",""
"228","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","collinella","Nel, 2012","","00205r","9e6ae3a7-8e19-45bf-bc55-abe06b27c94e","","zu löschen!","09.03.2021 und 19.07.2021","Synonym zu Glaucolepis magna (der Vollständigkeit wegen angelegte Synonymzeile); KR-Nr. korrigiert","","[-]","[-]","","","","","","[-]","[-]"
"229","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","helladica","(Laštůvka & Laštůvka, 2007)","","00205f","7d886dc2-36e8-4532-8ac8-66f994670258","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","2","",""
"233","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","montana","(Laštůvka, Laštůvka & van Nieukerken, 2007)","","00205k","01c7d25b-9e16-4b67-9dfd-bf9a7f4593c2","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"237","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","salicinae","(Klimesch, 1975)","","[non-KR]","ee7d07f9-020e-403e-9dd3-4653cad435ed","","","","","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"238","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Glaucolepis","sanctaecrucis","(Walsingham, 1908)","","[non-KR]","205758d0-e592-4c94-b900-2c09065f7e00","","","","","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"239","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","cryptella","(Stainton, 1856)","","207","c9cf02c8-3b91-422c-9f32-18b3661afa4b","","","","","D-CH-A","etabliert","etabliert","D","C","A","","21","Ja","Ja"
"240","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","eurema","(Tutt, 1899)","","208","54c7ad65-3fc6-44cb-9c6b-bd2cb4f7d67b","","","","","D-CH-A","etabliert","etabliert","D","C","A","","26","Ja","Ja"
"241","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","ortneri","(Klimesch, 1951)","","209","a5a2214a-8c16-4e78-9fb7-9b9213988329","","","","","D-CH-A","etabliert","etabliert","D","C","A","","9","","Ja"
"242","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","mediocorsa","Varenne & Nel, 2017","","00230e","599b04f3-cfdd-4443-a508-0ea8a205500f","","","21/10/2017","neu beschriebene Art","","etabliert","etabliert","","","","nur Korsika","1","",""
"243","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","anthyllidella","Klimesch, 1975","","210","7d37598a-db2a-4fd4-b4b5-37cc93b7e533","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"246","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","manygoza","van Nieukerken, Laštůvka & Laštůvka, 2007","","00210e","71f7b487-81e2-45e7-b97b-4f70846d4163","","","16/05/2019","versehentlich vergebene doppelte KR-Nr. korrigiert: 00230e ==> 00210e","","etabliert","etabliert","","","","nur Balkan erweitert","2","","Ja"
"250","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","coronillae","van Nieukerken, 1990","","215","320dc297-e6ba-4d04-addf-cf611006043d","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"252","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","subnitidella","(Duponchel, [1843])","","217","0179e1b7-6b3f-4cf0-9e10-95269e7e35c4","","","29/12/2018","1843 ==> [1843] (Jahr in eckige Klammern gesetzt)","D-CH-A","etabliert","etabliert","D","C","A","","25","Ja","Ja"
"256","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","silviae","van Nieukerken, 1990","","220","ba761a6d-2848-4261-a98d-c85cc77c6bf4","","","","","D-CH-A","etabliert","etabliert","D","C","","","11","",""
"263","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","pallidella","(Duponchel, [1843])","","221","7c859982-d45c-46ea-be9a-f3f5f2f3cefd","","","15.09.2017 und 29.12.2018","D-Fragezeichen-Fähnchen ==> D-Fähnchen; 1843 ==> [1843] (Jahr in eckige Klammern gesetzt)","D-CH-A","etabliert","etabliert","D","C","A","","20","","Ja"
"264","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","guercheae","Varenne & Nel, 2019","","00222b","e951415e-45c0-46d0-870a-aa21f854e5e6","Artberechtigung unklar!","","16.05.2019 und 09.03.2021","neu beschriebene Art; möglicherweise Synonym zu Trifurcula pallidella, eventuell aber doch eigene Art","","etabliert","etabliert","","","","nur Frankreich","1","",""
"265","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","lastuvkaorum","Varenne & Nel, 2019","","00230f","1d66a315-6dec-4904-801d-4f8d1b4fc5e1","","","16/05/2019","neu beschriebene Art","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"266","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","immundella","(Zeller, 1839)","","222","d4c56f98-2e58-4b17-b76c-e7d7b36ceba8","","","","","D-CH-A","etabliert","etabliert","D","C","A","","21","Ja","Ja"
"267","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","aureacorsa","Varenne & Nel, 2016","","00222a","7bb1d6ea-6a35-4d33-a05f-7c5ec8b3de45","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"268","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","corothamni","Laštůvka & Laštůvka, 1994","","223","2b2ef7c7-1f8f-4b4a-bae8-4f1545aa8cd7","","","","","","etabliert","etabliert","","","","nur Mitteleuropa","2","",""
"269","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","moravica","Laštůvka & Laštůvka, 1994","","224","a76268c0-a928-41dc-9df0-72fba55390f7","","","","","D-CH-A","etabliert","etabliert","D","","A","","4","",""
"271","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","serotinella","Herrich-Schäffer, [1855]","Regensburger Zwergminierfalter","226","9afc8bf1-3204-4f26-b0fb-3a27bd5a7228","","","","","D-CH-A","etabliert","etabliert","D","C","A","","7","","Ja"
"273","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","aurella","Rebel, 1933","","228","221624d4-e5c1-4825-b54a-dc80124fa13d","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","5","","Ja"
"274","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","beirnei","Puplesis, 1984","Beirnes Zwergminierfalter","229","5f5c452f-72ff-44a4-b203-8a16204fb42d","","","","","D-CH-A","etabliert","etabliert","D","C","A","","13","",""
"275","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","squamatella","Stainton, 1849","","230","a9d1056c-b216-4cf7-9b1e-1d4919ad994e","","","","","D-CH-A","etabliert","etabliert","D","","","","8","","Ja"
"279","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Trifurcula","angustivalva","Varenne & Nel, 2016","","00230d","5335fc21-e5b8-40fe-a1bc-2d1a7d8c1098","","","","","","etabliert","etabliert","","","","nur Korsika","1","",""
"280","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Fomoria","groschkei","(Skala, 1943)","","257","d939235e-b82d-4900-8396-8be3388b5ba4","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","9","","Ja"
