	ORDER	FAMILY	SPECIES	JUSTIFICATION	COPO	NHM	WYTHAM	TOL_SCOTLAND	long_list	family_representative	other_priority	sample_collected
0	Archaeognatha	Machilidae	Dilta hibernica	Availability	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1	Archaeognatha	Machilidae	Petrobius maritimus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
2	Coleoptera	Aderidae	Aderus populneus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
3	Coleoptera	Aderidae	Euglenes oculatus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
4	Coleoptera	Aegialiidae	Aegialia arenaria	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
6	Coleoptera	Alexiidae	Sphaerosoma pilosum	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
8	Coleoptera	Anobiidae	Ptinus sexpunctatus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
176	Coleoptera	Ptinidae	Ptinus sexpunctatus		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
9	Coleoptera	Anobiidae	Hemicoelus fulvicornis	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
10	Coleoptera	Anthicidae	Anthicus antherinus		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
12	Coleoptera	Anthribidae	Platyrhinus resinosus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
14	Coleoptera	Aphodiidae	Aphodius rufipes	Availablity	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
16	Coleoptera	Apionidae	Protapion fulvipes	Availablity	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
17	Coleoptera	Apionidae	Pseudoprotapion astragali	Availablity	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
18	Coleoptera	Attelabidae	Apoderus coryli	Dispecific family	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
19	Coleoptera	Attelabidae	Attelabus nitens	Dispecific family	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
20	Coleoptera	Biphyllidae	Biphyllus lunatus	Dispecific family	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
21	Coleoptera	Biphyllidae	Diplocoelus fagi	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
22	Coleoptera	Bostrichidae	Lyctus brunneus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
24	Coleoptera	Bothrideridae	Anommatus duodecimstriatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
26	Coleoptera	Buprestidae	Agrilus biguttatus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
27	Coleoptera	Buprestidae	Agrilus cyanescens	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
28	Coleoptera	Byrrhidae	Byrrhus pilula	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
29	Coleoptera	Byrrhidae	Simplocaria semistriata	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
30	Coleoptera	Byturidae	Byturus tomentosus	Dispecific family	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
31	Coleoptera	Byturidae	Byturus ochraceus	Dispecific family	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
32	Coleoptera	Cantharidae	Rhagonycha fulva	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
33	Coleoptera	Cantharidae	Cantharis rustica	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
34	Coleoptera	Carabidae	Carabus intricatus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
35	Coleoptera	Carabidae	Pterostichus niger	Community survey	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
36	Coleoptera	Cerambycidae	Rutpela maculata	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
37	Coleoptera	Cerambycidae	Stenocorus meridianus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
38	Coleoptera	Cerophytidae	Cerophytum elateroides		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
40	Coleoptera	Cerylonidae	Cerylon ferrugineum	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
41	Coleoptera	Cerylonidae	Cerylon histeroides	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
42	Coleoptera	Cetoniidae	Protaetia metallica		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
44	Coleoptera	Chrysomelidae	Agelastica alni	Community survey	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
45	Coleoptera	Chrysomelidae	Cassida rubiginosa	Community survey	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
46	Coleoptera	Orsodacnidae	Orsodacne cerasi	Dispecific family	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
47	Coleoptera	Orsodacnidae	Orsodacne humeralis	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
48	Coleoptera	Ciidae	Cis bilamellatus	Availability	NOT COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
49	Coleoptera	Ciidae	Sulcacis nitidus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
50	Coleoptera	Clambidae	Calyptomerus dubius	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
51	Coleoptera	Clambidae	Clambus armadillo		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
52	Coleoptera	Cleridae	Thanasimus formicarius	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
53	Coleoptera	Cleridae	Tillus elongatus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
54	Coleoptera	Coccinellidae	Adalia bipunctata	Community survey	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
55	Coleoptera	Coccinellidae	Halyzia sedecimpunctata	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
56	Coleoptera	Colydiidae	Cicones undatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
58	Coleoptera	Corylophidae	Orthoperus nigrescens		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
60	Coleoptera	Cryptophagidae	Micrambe ulicis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
62	Coleoptera	Cucujidae	Pediacus dermestoides	Dispecific family	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
63	Coleoptera	Cucujidae	Pediacus depressus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
64	Coleoptera	Curculionidae	Platypus cylindrus	Community survey	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
66	Coleoptera	Dascillidae	Dascillus cervinus	Monospecific family	COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
68	Coleoptera	Dasytidae	Dasytes cyaneus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
70	Coleoptera	Dermestidae	Dermestes lardarius		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
72	Coleoptera	Derodontidae	Laricobius erichsonii	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
74	Coleoptera	Drilidae	Drilus flavescens	Monospecific family	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
76	Coleoptera	Dryophthoridae	Dryophthorus corticalis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
78	Coleoptera	Dryopidae	Dryops luridus		NOT COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
80	Coleoptera	Dynastidae	Oryctes nasicornis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
82	Coleoptera	Dytiscidae	Deronectes latus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
84	Coleoptera	Elateridae	Agrypnus murinus		COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
86	Coleoptera	Elmidae	Elmis aenea		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
88	Coleoptera	Endomychidae	Endomychus coccineus		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
90	Coleoptera	Erirhinidae	Stenopelmus rufinasus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
92	Coleoptera	Erotylidae	Triplax aenea		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
94	Coleoptera	Eucinetidae	Eucinetus meridionalis	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
96	Coleoptera	Eucnemidae	Melasis buprestoides		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
98	Coleoptera	Georissidae	Georissus crenulatus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
100	Coleoptera	Geotrupidae	Geotrupes spiniger		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
102	Coleoptera	Gyrinidae	Orectochilus villosus		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
104	Coleoptera	Haliplidae	Haliplus sibiricus		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
106	Coleoptera	Helophoridae	Helophorus brevipalpis		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
108	Coleoptera	Heteroceridae	Heterocerus fenestratus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
110	Coleoptera	Histeridae	Onthophilus striatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
112	Coleoptera	Hydraenidae	Ochthebius poweri		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
114	Coleoptera	Hydrochidae	Hydrochus angustatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
116	Coleoptera	Hydrophilidae	Cercyon melanocephalus		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
118	Coleoptera	Hygrobiidae	Hygrobia hermanni	Monospecific family	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
120	Coleoptera	Kateretidae	Brachypterus urticae	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
121	Coleoptera	Kateretidae	Kateretes pusillus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
122	Coleoptera	Laemophloeidae	Notolaemus unifasciatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
124	Coleoptera	Lampyridae	Lampyris noctiluca	Community survey	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
125	Coleoptera	Lampyridae	Phosphaenus hemipterus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
126	Coleoptera	Latridiidae	Cartodere bifasciata		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
128	Coleoptera	Leiodidae	Anisotoma humeralis		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
130	Coleoptera	Limnichidae	Limnichus pygmaeus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
132	Coleoptera	Lucanidae	Lucanus cervus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
133	Coleoptera	Lucanidae	Dorcus parallelipipedus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
134	Coleoptera	Lycidae	Platycis minutus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
135	Coleoptera	Lycidae	Pyropterus nigroruber	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
136	Coleoptera	Lymexylidae	Hylecoetus dermestoides	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
137	Coleoptera	Lymexylidae	Lymexylon navale	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
138	Coleoptera	Megalopodidae	Zeugophora subspinosa	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
139	Coleoptera	Megalopodidae	Zeugophora turneri	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
140	Coleoptera	Melandryidae	Orchesia undulata		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
142	Coleoptera	Meloidae	Meloe violaceus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
144	Coleoptera	Melyridae	Malachius bipustulatus		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
146	Coleoptera	Monotomidae	Rhizophagus parallelocollis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
148	Coleoptera	Mordellidae	Variimorda villosa		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
150	Coleoptera	Mycetophagidae	Mycetophagus atomarius		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
152	Coleoptera	Mycteridae	Mycterus curculioides	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
154	Coleoptera	Nanophyidae	Nanophyes marmoratus	Dispecific family	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
155	Coleoptera	Nanophyidae	Dieckmanniellus gracilis	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
156	Coleoptera	Nemonychidae	Cimberis attelaboides	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
158	Coleoptera	Nitidulidae	Meligethes aeneus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
160	Coleoptera	Noteridae	Noterus clavicornis	Dispecific family	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
161	Coleoptera	Noteridae	Noterus crassicornis	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
162	Coleoptera	Oedemeridae	Oedemera lurida	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
163	Coleoptera	Oedemeridae	Oedemera nobilis	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
164	Coleoptera	Phalacridae	Olibrus corticalis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
166	Coleoptera	Phloiophilidae	Phloiophilus edwardsii	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
168	Coleoptera	Platypodidae	Platypus parallelus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
170	Coleoptera	Psephenidae	Eubria palustris	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
172	Coleoptera	Ptiliidae	Acrotrichis rosskotheni		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
174	Coleoptera	Ptilodactylidae	Ptilodactyla exotica	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
178	Coleoptera	Pyrochroidae	Pyrochroa serraticornis	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
179	Coleoptera	Pyrochroidae	Pyrochroa coccinea	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
180	Coleoptera	Pythidae	Pytho depressus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
182	Coleoptera	Raymondionymidae	Ferreria marqueti	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
184	Coleoptera	Rhynchitidae	Byctiscus populi		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
185	Coleoptera	Rhynchitidae	Tatianaerhynchites aequatus	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
186	Coleoptera	Ripiphoridae	Metoecus paradoxus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
188	Coleoptera	Salpingidae	Vincenzellus ruficollis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
189	Coleoptera	Salpingidae	Salpingus planirostris	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
190	Coleoptera	Scirtidae	Scirtes hemisphaericus		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
192	Coleoptera	Scraptiidae	Anaspis fasciata		COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
194	Coleoptera	Silphidae	Silpha atrata	Availability	NOT COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
195	Coleoptera	Silphidae	Nicrophorus humator	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
196	Coleoptera	Silvanidae	Silvanus unidentatus	Availability	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
197	Coleoptera	Silvanidae	Uleiota planata	Availability	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
198	Coleoptera	Sphaeritidae	Sphaerites glabratus	Monospecific family	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
200	Coleoptera	Sphaeriusidae	Sphaerius acaroides	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
202	Coleoptera	Sphindidae	Aspidiphorus orbiculatus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
203	Coleoptera	Sphindidae	Sphindus dubius	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
204	Coleoptera	Staphylinidae	Ocypus olens	Community survey	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
205	Coleoptera	Staphylinidae	Heterothops praevius	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
206	Coleoptera	Tenebrionidae	Pseudocistela ceramboides	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
207	Coleoptera	Tenebrionidae	Nalassus laevioctostriatus	Availability	NOT COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
208	Coleoptera	Throscidae	Trixagus dermestoides		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
210	Coleoptera	Trogidae	Trox scaber	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
211	Coleoptera	Trogidae	Trox sabulosus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
212	Coleoptera	Trogossitidae	Thymalus limbatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
214	Coleoptera	Zopheridae	Bitoma crenata		COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
216	Dermaptera	Forficulidae	Forficula auricularia	Community survey	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
217	Dermaptera	Forficulidae	Forficula lesnei	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
218	Dermaptera	Labiduridae	Labidura riparia	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
220	Dermaptera	Spongiphoridae	Labia minor	Monospecific family	COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
222	Blattodea	Blattellidae	Ectobius panzeri		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
224	Blattodea	Blattidae	Periplaneta americana		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
226	Diptera	Acartophthalmidae	Acartophthalmus nigrinus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
228	Diptera	Acroceridae	Acrocera orbiculus		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
