	gen	sp	fam	family_representative	long_list	other_priority
1891	Carex	pendula	Cyperaceae		DTOL	
1892	Carex	pilulifera	Cyperaceae		DTOL	
1893	Carex	pseudocyperus	Cyperaceae		DTOL	
1894	Carex	punctata	Cyperaceae		DTOL	
1895	Carex	rariflora	Cyperaceae		DTOL	
1896	Carex	recta	Cyperaceae		DTOL	
1897	Carex	remota	Cyperaceae		DTOL	
1898	Carex	riparia	Cyperaceae		DTOL	
1899	Carex	rostrata	Cyperaceae		DTOL	
1900	Carex	rupestris	Cyperaceae		DTOL	
1901	Carex	salina	Cyperaceae		DTOL	
1902	Carex	saxatilis	Cyperaceae		DTOL	
1904	Carex	spicata	Cyperaceae		DTOL	
1905	Carex	strigosa	Cyperaceae		DTOL	
1906	Carex	sylvatica	Cyperaceae		DTOL	
1907	Carex	trinervis	Cyperaceae		DTOL	
1908	Carex	vaginata	Cyperaceae		DTOL	
1909	Carex	vesicaria	Cyperaceae		DTOL	
1910	Carex	viridula	Cyperaceae		DTOL	
1911	Carex	vulpina	Cyperaceae		DTOL	
1912	Cladium	mariscus	Cyperaceae		DTOL	
1913	Cyperus	fuscus	Cyperaceae		DTOL	
1914	Cyperus	longus	Cyperaceae		DTOL	
1915	Eleocharis	acicularis	Cyperaceae		DTOL	
1916	Eleocharis	mamillata	Cyperaceae		DTOL	
1917	Eleocharis	multicaulis	Cyperaceae		DTOL	
1918	Eleocharis	palustris	Cyperaceae		DTOL	
1919	Eleocharis	parvula	Cyperaceae		DTOL	
1920	Eleocharis	uniglumis	Cyperaceae		DTOL	
1922	Eriophorum	angustifolium	Cyperaceae		DTOL	
1923	Eriophorum	gracile	Cyperaceae		DTOL	
1924	Eriophorum	latifolium	Cyperaceae		DTOL	
1925	Eriophorum	vaginatum	Cyperaceae		DTOL	
1926	Isolepis	cernua	Cyperaceae		DTOL	
1927	Isolepis	setacea	Cyperaceae		DTOL	
1928	Rhynchospora	alba	Cyperaceae		DTOL	
1929	Rhynchospora	fusca	Cyperaceae		DTOL	
1930	Schoenoplectus	tabernaemontani	Cyperaceae		DTOL	
1931	Schoenoplectus	triqueter	Cyperaceae		DTOL	
1932	Schoenus	ferrugineus	Cyperaceae		DTOL	
1933	Schoenus	nigricans	Cyperaceae		DTOL	
1934	Scirpoides	holoschoenus	Cyperaceae		DTOL	
1935	Scirpus	sylvaticus	Cyperaceae		DTOL	
1936	Trichophorum	alpinum	Cyperaceae		DTOL	
1937	Trichophorum	cespitosum	Cyperaceae		DTOL	
1939	Carex	panicea	Cyperaceae	DTOL	DTOL	
1940	Eleocharis	quinqueflora	Cyperaceae	DTOL	DTOL	
1941	Carex	caryophyllea	Cyperaceae		DTOL	DTOL
1942	Carex	depauperata	Cyperaceae		DTOL	DTOL
1943	Carex	flacca	Cyperaceae		DTOL	DTOL
1944	Carex	hostiana	Cyperaceae		DTOL	DTOL
1945	Carex	pulicaris	Cyperaceae		DTOL	DTOL
1946	Schoenoplectus	lacustris	Cyperaceae		DTOL	DTOL
1947	Chondrostereum	purpureum	Cyphellaceae		DTOL	
1948	Cyphella	ferruginea	Cyphellaceae		DTOL	
1950	Cheimonophyllum	candidissimum	Cyphellaceae	DTOL	DTOL	
1951	Granulobasidium	vellereum	Cyphellaceae	DTOL	DTOL	
1952	Cyphellophora	olivacea	Cyphellophoraceae	DTOL	DTOL	
1954	Occultifur	internus	Cystobasidiaceae		DTOL	
1955	Cystobasidium	fimetarium	Cystobasidiaceae	DTOL	DTOL	
1957	Calliblepharis	ciliata	Cystocloniaceae	DTOL	DTOL	
1958	Calliblepharis	jubata	Cystocloniaceae	DTOL	DTOL	
1959	Cystocoleus	ebeneus	Cystocoleaceae	DTOL	DTOL	
1960	Cystofilobasidium	capitatum	Cystofilobasidiaceae	DTOL	DTOL	
1961	Cystofilobasidium	infirmominiatum	Cystofilobasidiaceae	DTOL	DTOL	
1962	Cystopteris	alpina	Cystopteridaceae		DTOL	
1963	Cystopteris	diaphana	Cystopteridaceae		DTOL	
1965	Cystopteris	fragilis	Cystopteridaceae		DTOL	
1966	Gymnocarpium	dryopteris	Cystopteridaceae		DTOL	
1967	Cystopteris	montana	Cystopteridaceae	DTOL	DTOL	
1968	Gymnocarpium	robertianum	Cystopteridaceae	DTOL	DTOL	
1969	Crustomyces	subabruptus	Cystostereaceae		DTOL	
1971	Crustomyces	expallens	Cystostereaceae	DTOL	DTOL	
1975	Dacampia	hookeri	Dacampiaceae	DTOL	DTOL	
1976	Calocera	cornea	Dacrymycetaceae		DTOL	
1977	Calocera	glossoides	Dacrymycetaceae		DTOL	
1979	Calocera	viscosa	Dacrymycetaceae		DTOL	
1980	Dacrymyces	stillatus	Dacrymycetaceae	DTOL	DTOL	
1981	Postia	caesia	Dacryobolaceae		DTOL	
1982	Postia	stiptica	Dacryobolaceae	DTOL	DTOL	
1983	Postia	ptychogaster	Dacryobolaceae	DTOL	DTOL	
1986	Sclerococcum	sphaerale	Dactylosporaceae		DTOL	
1988	Dactylospora	stygia	Dactylosporaceae	DTOL	DTOL	
1989	Achrophyllum	dentatum	Daltoniaceae		DTOL	
1990	Calyptrochaeta	apiculata	Daltoniaceae		DTOL	
1991	Daltonia	splachnoides	Daltoniaceae	DTOL	DTOL	
1992	Dascillus	cervinus	Dascillidae	DTOL	DTOL	
1993	Dasytes	cyaneus	Dasytidae	DTOL	DTOL	
1999	Meyerozyma	guilliermondii	Debaryomycetaceae	DTOL	DTOL	
2000	Heterosiphonia	plumosa	Delesseriaceae	DTOL	DTOL	
2001	Cryptopleura	ramosa	Delesseriaceae	DTOL	DTOL	
2004	Delitschia	winteri	Delitschiaceae		DTOL	
2008	Delphinus	delphis	Delphinidae	DTOL	DTOL	
2009	Tursiops	truncatus	Delphinidae	DTOL	DTOL	
2010	Feresa	attenuata	Delphinidae		DTOL	DTOL
2011	Globicephala	melas	Delphinidae		DTOL	DTOL
2012	Grampus	griseus	Delphinidae		DTOL	DTOL
2013	Lagenodelphis	hosei	Delphinidae		DTOL	DTOL
2014	Lagenorhynchus	acutus	Delphinidae		DTOL	DTOL
2015	Lagenorhynchus	albirostris	Delphinidae		DTOL	DTOL
2016	Orcinus	orca	Delphinidae		DTOL	DTOL
2017	Peponocephala	electra	Delphinidae		DTOL	DTOL
2018	Stenella	clymene	Delphinidae		DTOL	DTOL
2019	Stenella	coeruleoalba	Delphinidae		DTOL	DTOL
2020	Bdellocephala	punctata	Dendrocoelidae	DTOL	DTOL	
2021	Dendrocoelum	lacteum	Dendrocoelidae	DTOL	DTOL	
2022	Dendronotus	frondosus	Dendronotidae	DTOL	DTOL	
2023	Dendronotus	europaeus	Dendronotidae	DTOL	DTOL	
2024	Balanophyllia	regia	Dendrophylliidae	DTOL	DTOL	
2025	Leptopsammia	pruvoti	Dendrophylliidae	DTOL	DTOL	
2026	Pteridium	aquilinum	Dennstaedtiaceae	DTOL	DTOL	
2027	Antalis	entalis	Dentaliidae	DTOL	DTOL	
2028	Antalis	vulgaris	Dentaliidae	DTOL	DTOL	
2029	Agonopterix	ocellana	Depressariidae	DTOL	DTOL	
2030	Derbesia	marina	Derbesiaceae	DTOL	DTOL	
2031	Derbesia	tenuissima	Derbesiaceae	DTOL	DTOL	
2032	Mayorella	cantabrigiensis	Dermamoebida	DTOL	DTOL	
2033	Mayorella	gemmifera	Dermamoebida	DTOL	DTOL	
2034	Pezicula	cinnamomea	Dermateaceae		DTOL	
2035	Pezicula	livida	Dermateaceae		DTOL	
2036	Pezicula	rubi	Dermateaceae		DTOL	
2037	Coleophoma	crateriformis	Dermateaceae		DTOL	
2044	Coleophoma	cylindrospora	Dermateaceae	DTOL	DTOL	
2045	Dermestes	lardarius	Dermestidae	DTOL	DTOL	
2046	Dermochelys	coriacea	Dermochelyidae	DTOL	DTOL	
2048	Derogenes	varicus	Derogenidae	DTOL	DTOL	
2049	Desmarestia	aculeata	Desmarestiaceae	DTOL	DTOL	
2050	Desmarestia	ligulata	Desmarestiaceae	DTOL	DTOL	
2052	Hyalotheca	dissiliens	Desmidiaceae		DTOL	DTOL
2053	Micrasterias	rotata	Desmidiaceae		DTOL	DTOL
2054	Staurastrum	polymorphum	Desmidiaceae		DTOL	DTOL
2058	Diadocidia	ferruginosa	Diadocidiidae	DTOL	DTOL	
2059	Diadumene	cincta	Diadumenidae	DTOL	DTOL	
2060	Diadumene	lineata	Diadumenidae	DTOL	DTOL	
2062	Calomyxa	metallica	Dianematidae		DTOL	
2063	Dianema	corticatum	Dianematidae		DTOL	
2065	Prototrichia	metallica	Dianematidae	DTOL	DTOL	
2066	Diapensia	lapponica	Diapensiaceae	DTOL	DTOL	
2068	Diaphana	minuta	Diaphanidae	DTOL	DTOL	
2069	Diaporthe	arctii	Diaporthaceae		DTOL	
2070	Diaporthe	pardalota	Diaporthaceae		DTOL	
2072	Diaporthe	strumella	Diaporthaceae		DTOL	
2073	Diaporthe	eres	Diaporthaceae	DTOL	DTOL	
2075	Chionaspis	salicis	Diaspididae	DTOL	DTOL	
2076	Diastata	fuscula	Diastatidae	DTOL	DTOL	
2077	Diatrype	stigma	Diatrypaceae		DTOL	
2078	Diatrypella	favacea	Diatrypaceae		DTOL	
2079	Diatrypella	quercina	Diatrypaceae		DTOL	
2080	Eutypa	maura	Diatrypaceae		DTOL	
2081	Diatrype	disciformis	Diatrypaceae	DTOL	DTOL	
2082	Diazona	violacea	Diazonidae	DTOL	DTOL	
2083	Diazona	violacea	Diazonidae	DTOL	DTOL	
2084	Dicranoloma	menziesii	Dicranaceae		DTOL	
2085	Dicranum	bonjeanii	Dicranaceae		DTOL	
2086	Dicranum	elongatum	Dicranaceae		DTOL	
2087	Dicranum	flagellare	Dicranaceae		DTOL	
2089	Dicranum	fuscescens	Dicranaceae		DTOL	
2090	Dicranum	leioneuron	Dicranaceae		DTOL	
2092	Dicranum	polysetum	Dicranaceae		DTOL	
2093	Dicranum	scottianum	Dicranaceae		DTOL	
2094	Dicranum	spadiceum	Dicranaceae		DTOL	
2095	Dicranum	spurium	Dicranaceae		DTOL	
2096	Dicranum	tauricum	Dicranaceae		DTOL	
2097	Dicranum	undulatum	Dicranaceae		DTOL	
2098	Paraleucobryum	longifolium	Dicranaceae		DTOL	
2099	Dicranum	majus	Dicranaceae	DTOL	DTOL	
2100	Dicranum	scoparium	Dicranaceae	DTOL	DTOL	
2111	Cicurina	cicur	Dictynidae	DTOL	DTOL	
2112	Dictyochloris	fragrans	Dictyochloridaceae	DTOL	DTOL	
2113	Dictyococcus	varians	Dictyococcaceae	DTOL	DTOL	
2116	Dictyosporium	toruloides	Dictyosporiaceae		DTOL	
2117	Pseudodictyosporium	wauense	Dictyosporiaceae		DTOL	
2118	Dictyosporium	elegans	Dictyosporiaceae	DTOL	DTOL	
2119	Dictyostelium	discoideum	Dictyosteliaceae		DTOL	
2120	Dictyostelium	rosarium	Dictyosteliaceae		DTOL	
2121	Dictyostelium	mucoroides	Dictyosteliaceae	DTOL	DTOL	
2122	Dictyota	cyanoloma	Dictyotaceae	DTOL	DTOL	
2123	Dictyopteris	polypodioides	Dictyotaceae	DTOL	DTOL	
2124	Didemnum	albidum	Didemnidae		DTOL	
2125	Didemnum	candidum	Didemnidae		DTOL	
2127	Didemnum	fulgens	Didemnidae		DTOL	
2129	Didemnum	vexillum	Didemnidae		DTOL	
2130	Diplosoma	listerianum	Didemnidae		DTOL	
2132	Diplosoma	spongiforme	Didemnidae		DTOL	
2134	Lissoclinum	perforatum	Didemnidae		DTOL	
2135	Lissoclinum	weigelei	Didemnidae		DTOL	
2137	Polysyncraton	lacazei	Didemnidae		DTOL	
2138	Trididemnum	cereum	Didemnidae		DTOL	
2142	Didemnum	maculosum	Didemnidae	DTOL	DTOL	
2143	Didemnum	maculosum	Didemnidae	DTOL	DTOL	
2144	Lissoclinum	perforatum	Didemnidae	DTOL	DTOL	
2146	Boeremia	hedericola	Didymellaceae		DTOL	
2147	Epicoccum	nigrum	Didymellaceae		DTOL	
2148	Phoma	herbarum	Didymellaceae	DTOL	DTOL	
2150	Didymium	melanospermum	Didymiidae		DTOL	
2151	Didymium	squamulosum	Didymiidae		DTOL	
2152	Mucilago	crustacea	Didymiidae		DTOL	
2153	Didymium	clavus	Didymiidae	DTOL	DTOL	
2154	Didymium	difforme	Didymiidae	DTOL	DTOL	
2156	Didymosphaeria	futilis	Didymosphaeriaceae		DTOL	
2159	Pseudopithomyces	chartarum	Didymosphaeriaceae		DTOL	
2162	Paraconiothyrium	fuckelii	Didymosphaeriaceae	DTOL	DTOL	
2163	Paraphaeosphaeria	michotii	Didymosphaeriaceae	DTOL	DTOL	
2165	Dimargaris	verticillata	Dimargaritaceae	DTOL	DTOL	
2166	Dispira	cornuta	Dimargaritaceae	DTOL	DTOL	
2168	Diphyscium	foliosum	Diphysciaceae	DTOL	DTOL	
2170	Dipodascus	macrosporus	Dipodascaceae		DTOL	
2171	Geotrichum	candidum	Dipodascaceae		DTOL	
2172	Yarrowia	lipolytica	Dipodascaceae		DTOL	
2175	Neodiprion	sertifer	Diprionidae	DTOL	DTOL	
2176	Dipsacus	fullonum	Dipsacaceae		DTOL	
2177	Dipsacus	pilosus	Dipsacaceae		DTOL	
2178	Knautia	arvensis	Dipsacaceae		DTOL	
2179	Scabiosa	columbaria	Dipsacaceae	DTOL	DTOL	
2180	Succisa	pratensis	Dipsacaceae		DTOL	DTOL
2181	Discelium	nudum	Disceliaceae	DTOL	DTOL	
2182	Gyromitra	infula	Discinaceae		DTOL	
2183	Hydnotrya	michaelis	Discinaceae		DTOL	
2184	Hydnotrya	tulasnei	Discinaceae		DTOL	
2185	Gyromitra	ancilis	Discinaceae	DTOL	DTOL	
2186	Gyromitra	esculenta	Discinaceae	DTOL	DTOL	
2188	Lemonniera	terrestris	Discinellaceae		DTOL	
2190	Varicosporium	delicatum	Discinellaceae		DTOL	
2191	Varicosporium	elodeae	Discinellaceae		DTOL	
2192	Varicosporium	giganteum	Discinellaceae		DTOL	
2193	Lemonniera	aquatica	Discinellaceae	DTOL	DTOL	
2194	Tetrachaetum	elegans	Discinellaceae	DTOL	DTOL	
2195	Jorunna	tomentosa	Discodorididae	DTOL	DTOL	
2196	Rostanga	rubra	Discodorididae	DTOL	DTOL	
2201	Discosia	artocreas	Discosiaceae	DTOL	DTOL	
2204	Ditomyia	fasciata	Ditomyiidae	DTOL	DTOL	
2206	Ceratodon	purpureus	Ditrichaceae		DTOL	
2207	Cheilothela	chloropus	Ditrichaceae		DTOL	
2208	Ditrichum	cornubicum	Ditrichaceae		DTOL	
2209	Ditrichum	lineare	Ditrichaceae		DTOL	
2210	Ditrichum	pallidum	Ditrichaceae		DTOL	
2211	Ditrichum	plumbicola	Ditrichaceae		DTOL	
2212	Ditrichum	pusillum	Ditrichaceae		DTOL	
2213	Ditrichum	subulatum	Ditrichaceae		DTOL	
2214	Ditrichum	zonatum	Ditrichaceae		DTOL	
2215	Pleuridium	acuminatum	Ditrichaceae		DTOL	
2216	Pleuridium	subulatum	Ditrichaceae		DTOL	
2218	Ditrichum	heteromallum	Ditrichaceae	DTOL	DTOL	
2219	Trichodon	cylindricus	Ditrichaceae	DTOL	DTOL	
2220	Dixella	aestivalis	Dixidae	DTOL	DTOL	
2223	Nannfeldtiomyces	sparganii	Doassansiaceae		DTOL	
2227	Dolichopus	festivus	Dolichopodidae	DTOL	DTOL	
2228	Dolioletta	gegenbauri	Doliolidae		DTOL	
2230	Doliolum	nationalis	Doliolidae		DTOL	
2231	Donax	variegatus	Donacidae	DTOL	DTOL	
2232	Donax	vittatus	Donacidae	DTOL	DTOL	
2233	Doris	pseudoargus	Dorididae	DTOL	DTOL	
2236	Protodorvillea	kefersteini	Dorvilleidae	DTOL	DTOL	
2240	Stylodothis	puccinioides	Dothideaceae		DTOL	
2241	Dothidea	sambuci	Dothideaceae	DTOL	DTOL	
2243	Dothidotthia	ramulicola	Dothidotthiaceae	DTOL	DTOL	
2244	Dothiora	ribesia	Dothioraceae		DTOL	
2246	Kabatina	juniperi	Dothioraceae		DTOL	
2248	Sydowia	polyspora	Dothioraceae	DTOL	DTOL	
2249	Doto	coronata	Dotidae	DTOL	DTOL	
2250	Doto	fragilis	Dotidae	DTOL	DTOL	
2251	Tinagma	ocnerostomella	Douglasiidae	DTOL	DTOL	
2252	Thyatira	batis	Drepanidae	DTOL	DTOL	
2253	Diplocarpon	rosae	Drepanopezizaceae		DTOL	
2258	Diplocarpon	earlianum	Drepanopezizaceae	DTOL	DTOL	
2259	Pseudopeziza	medicaginis	Drepanopezizaceae	DTOL	DTOL	
2263	Drosera	anglica	Droseraceae		DTOL	
2264	Drosera	intermedia	Droseraceae	DTOL	DTOL	
2265	Drosera	rotundifolia	Droseraceae	DTOL	DTOL	
2270	Dryops	luridus	Dryopidae	DTOL	DTOL	
2271	Dryopteris	affinis	Dryopteridaceae		DTOL	
2272	Dryopteris	carthusiana	Dryopteridaceae		DTOL	
2273	Dryopteris	cristata	Dryopteridaceae		DTOL	
2274	Dryopteris	dilatata	Dryopteridaceae		DTOL	
2275	Dryopteris	expansa	Dryopteridaceae		DTOL	
2276	Dryopteris	filix-mas	Dryopteridaceae		DTOL	
2277	Dryopteris	oreades	Dryopteridaceae		DTOL	
2278	Dryopteris	remota	Dryopteridaceae		DTOL	
2279	Dryopteris	submontana	Dryopteridaceae		DTOL	
2280	Polystichum	aculeatum	Dryopteridaceae		DTOL	
2281	Polystichum	setiferum	Dryopteridaceae		DTOL	
2282	Dryopteris	aemula	Dryopteridaceae	DTOL	DTOL	
2283	Polystichum	lonchitis	Dryopteridaceae	DTOL	DTOL	
2284	Schmidtea	lugubris	Dugesiidae	DTOL	DTOL	
2285	Schmidtea	polychroa	Dugesiidae	DTOL	DTOL	
2286	Dilsea	carnosa	Dumontiaceae	DTOL	DTOL	
2287	Dumontia	contorta	Dumontiaceae	DTOL	DTOL	
2288	Dumortiera	hirsuta	Dumortieraceae	DTOL	DTOL	
2289	Oryctes	nasicornis	Dynastidae	DTOL	DTOL	
2290	Dysdera	erythrina	Dysderidae	DTOL	DTOL	
2291	Deronectes	latus	Dytiscidae	DTOL	DTOL	
2292	Echinamoeba	silvestris	Echinamoebidae	DTOL	DTOL	
2293	Amylostereum	areolatum	Echinodontiaceae		DTOL	
2294	Amylostereum	chailletii	Echinodontiaceae	DTOL	DTOL	
2295	Amylostereum	laevigatum	Echinodontiaceae	DTOL	DTOL	
2296	Echinophthirius	horridus	Echinophthiriidae	DTOL	DTOL	
2302	Echiurus	echiurus	Echiuridae	DTOL	DTOL	
2303	Ecnomus	tenellus	Ecnomidae	DTOL	DTOL	
2305	Spongonema	tomentosum	Ectocarpaceae	DTOL	DTOL	
2306	Ectopsocus	briggsi	Ectopsocidae	DTOL	DTOL	
2307	Edwardsia	claparedii	Edwardsiidae	DTOL	DTOL	
2309	Elachista	argentella	Elachistidae	DTOL	DTOL	
2310	Hippophae	rhamnoides	Elaeagnaceae	DTOL	DTOL	
2311	Elaphomyces	anthracinus	Elaphomycetaceae		DTOL	
2312	Elaphomyces	granulatus	Elaphomycetaceae		DTOL	
2313	Elaphomyces	muricatus	Elaphomycetaceae		DTOL	
2314	Elaphomyces	aculeatus	Elaphomycetaceae	DTOL	DTOL	
2315	Elaphomyces	asperulus	Elaphomycetaceae	DTOL	DTOL	
2316	Agrypnus	murinus	Elateridae	DTOL	DTOL	
2317	Elatine	hexandra	Elatinaceae		DTOL	
2318	Elatine	hydropiper	Elatinaceae		DTOL	
2319	Conopeum	reticulum	Electridae	DTOL	DTOL	
2320	Electra	pilosa	Electridae	DTOL	DTOL	
2322	Elenchus	tenuicornis	Elenchidae	DTOL	DTOL	
2324	Elixia	flexella	Elixiaceae	DTOL	DTOL	
2325	Leucophytia	bidentata	Ellobiidae	DTOL	DTOL	
2326	Myosotella	myosotis	Ellobiidae	DTOL	DTOL	
2327	Elmis	aenea	Elmidae	DTOL	DTOL	
2328	Elsinoe	quercus-ilicis	Elsinoaceae		DTOL	
2329	Elsinoe	rosarum	Elsinoaceae		DTOL	
2331	Elsinoe	veneta	Elsinoaceae	DTOL	DTOL	
2337	Embletonia	pulchra	Embletoniidae	DTOL	DTOL	
2338	Embolemus	ruddii	Embolemidae	DTOL	DTOL	
2339	Empis	tessellata	Empididae	DTOL	DTOL	
2340	Emplectonema	gracile	Emplectonematidae	DTOL	DTOL	
2341	Emplectonema	neesii	Emplectonematidae	DTOL	DTOL	
2342	Encalypta	alpina	Encalyptaceae		DTOL	
2343	Encalypta	brevicolla	Encalyptaceae		DTOL	
2344	Encalypta	pilifera	Encalyptaceae		DTOL	
2345	Encalypta	rhaptocarpa	Encalyptaceae		DTOL	
2346	Encalypta	vulgaris	Encalyptaceae		DTOL	
2347	Encalypta	ciliata	Encalyptaceae	DTOL	DTOL	
2348	Encalypta	streptocarpa	Encalyptaceae	DTOL	DTOL	
2349	Copidosoma	sosares	Encyrtidae	DTOL	DTOL	
2351	Endeis	spinosa	Endeidae	DTOL	DTOL	
2354	Nephrochytrium	aurantium	Endochytriaceae		DTOL	
2360	Endogone	pisiformis	Endogonaceae	DTOL	DTOL	
2362	Endomychus	coccineus	Endomychidae	DTOL	DTOL	
2363	Endromis	versicolora	Endromidae	DTOL	DTOL	
2366	Entodon	concinnus	Entodontaceae	DTOL	DTOL	
2367	Entoloma	rhodopolium	Entolomataceae		DTOL	
2368	Entoloma	sericellum	Entolomataceae		DTOL	
2369	Entoloma	sericeum	Entolomataceae		DTOL	
2370	Clitopilus	prunulus	Entolomataceae	DTOL	DTOL	
2371	Entoloma	conferendum	Entolomataceae	DTOL	DTOL	
2372	Entomoneis	alata	Entomoneidaceae	DTOL	DTOL	
2373	Entomophthora	planchoniana	Entomophthoraceae		DTOL	
2374	Erynia	rhizospora	Entomophthoraceae		DTOL	
2375	Pandora	dipterigena	Entomophthoraceae		DTOL	
2377	Entomophthora	muscae	Entomophthoraceae	DTOL	DTOL	
2382	Entyloma	ficariae	Entylomataceae		DTOL	
2384	Entyloma	ranunculi-repentis	Entylomataceae		DTOL	
2385	Tilletiopsis	washingtonensis	Entylomataceae		DTOL	
2387	Entyloma	microsporum	Entylomataceae	DTOL	DTOL	
2388	Eocronartium	muscicola	Eocronartiaceae	DTOL	DTOL	
2389	Herpobasidium	filicinum	Eocronartiaceae	DTOL	DTOL	
2390	Epermenia	falciformis	Epermeniidae	DTOL	DTOL	
2392	Ephemerella	notata	Ephemerellidae	DTOL	DTOL	
2393	Ephemera	danica	Ephemeridae	DTOL	DTOL	
2394	Ephydra	riparia	Ephydridae	DTOL	DTOL	
2395	Epibryon	bryophilum	Epibryaceae		DTOL	
2396	Epibryon	interlamellare	Epibryaceae		DTOL	
2397	Epibryon	plagiochilae	Epibryaceae	DTOL	DTOL	
2398	Epibryon	diaphanum	Epibryaceae	DTOL	DTOL	
2400	Epigloea	soleiformis	Epigloeaceae		DTOL	
2404	Bertkauia	lucifuga	Epipsocidae	DTOL	DTOL	
2406	Epitonium	clathratulum	Epitoniidae	DTOL	DTOL	
2407	Epitonium	clathrus	Epitoniidae	DTOL	DTOL	
2408	Epizoanthus	couchii	Epizoanthidae	DTOL	DTOL	
2409	Epizoanthus	couchii	Epizoanthidae	DTOL	DTOL	
2410	Equus	ferus	Equidae	DTOL	DTOL	
2411	Equisetum	fluviatile	Equisetaceae		DTOL	
2412	Equisetum	pratense	Equisetaceae		DTOL	
2413	Equisetum	ramosissimum	Equisetaceae		DTOL	
2414	Equisetum	sylvaticum	Equisetaceae		DTOL	
2415	Equisetum	variegatum	Equisetaceae		DTOL	
2416	Equisetum	arvense	Equisetaceae	DTOL	DTOL	
2417	Equisetum	hyemale	Equisetaceae	DTOL	DTOL	
2418	Equisetum	palustre	Equisetaceae		DTOL	DTOL
2419	Equisetum	telmateia	Equisetaceae		DTOL	DTOL
2422	Callimorpha	dominula	Erebidae	DTOL	DTOL	
2424	Eremascus	albus	Eremascaceae	DTOL	DTOL	
2426	Eresus	sandaliatus	Eresidae	DTOL	DTOL	
2427	Andromeda	polifolia	Ericaceae		DTOL	
2428	Arbutus	unedo	Ericaceae		DTOL	
2430	Arctostaphylos	uva-ursi	Ericaceae		DTOL	
2431	Empetrum	nigrum	Ericaceae		DTOL	
2432	Erica	tetralix	Ericaceae		DTOL	
2433	Erica	vagans	Ericaceae		DTOL	
2434	Gaultheria	shallon	Ericaceae		DTOL	
2436	Kalmia	procumbens	Ericaceae		DTOL	
2437	Moneses	uniflora	Ericaceae		DTOL	
2438	Orthilia	secunda	Ericaceae		DTOL	
2439	Phyllodoce	caerulea	Ericaceae		DTOL	
2440	Pyrola	media	Ericaceae		DTOL	
2441	Pyrola	minor	Ericaceae		DTOL	
2442	Pyrola	rotundifolia	Ericaceae		DTOL	
2443	Rhododendron	ponticum	Ericaceae		DTOL	
2444	Vaccinium	microcarpum	Ericaceae		DTOL	
2445	Vaccinium	oxycoccos	Ericaceae		DTOL	
2446	Vaccinium	uliginosum	Ericaceae		DTOL	
2447	Vaccinium	vitis-idaea	Ericaceae		DTOL	
2448	Calluna	vulgaris	Ericaceae	DTOL	DTOL	
2449	Erica	cinerea	Ericaceae	DTOL	DTOL	
2450	Erica	ciliaris	Ericaceae		DTOL	DTOL
2451	Vaccinium	myrtillus	Ericaceae		DTOL	DTOL
2452	Erinaceus	europaeus	Erinaceidae	DTOL	DTOL	
2453	Eriocaulon	aquaticum	Eriocaulaceae	DTOL	DTOL	
2455	Dyseriocrania	subpurpurella	Eriocraniidae	DTOL	DTOL	
2456	Stenopelmus	rufinasus	Erirhinidae	DTOL	DTOL	
2457	Triplax	aenea	Erotylidae	DTOL	DTOL	
2458	Erysiphe	heraclei	Erysiphaceae		DTOL	
2459	Golovinomyces	cichoracearum	Erysiphaceae		DTOL	
2460	Sawadaea	bicornis	Erysiphaceae		DTOL	
2461	Erysiphe	alphitoides	Erysiphaceae	DTOL	DTOL	
2462	Neoerysiphe	galeopsidis	Erysiphaceae	DTOL	DTOL	
2463	Erythrotrichia	carnea	Erythrotrichiaceae	DTOL	DTOL	
2464	Porphyropsis	coccinea	Erythrotrichiaceae	DTOL	DTOL	
2465	Phaeostachys	spinifera	Escharinidae	DTOL	DTOL	
2466	Eschrichtius	robustus	Eschrichtiidae		DTOL	DTOL
2471	Amphorina	farrani	Eubranchidae	DTOL	DTOL	
2472	Eubranchus	tricolor	Eubranchidae	DTOL	DTOL	
2473	Euzodiomyces	lathrobii	Euceratomycetaceae	DTOL	DTOL	
2474	Eucinetus	meridionalis	Eucinetidae	DTOL	DTOL	
2475	Melasis	buprestoides	Eucnemidae	DTOL	DTOL	
2477	Cryptoglena	pigra	Euglenaceae	DTOL	DTOL	
2479	Trachelomonas	volvocina	Euglenaceae	DTOL	DTOL	
2480	Euglypha	rotunda	Euglyphidae	DTOL	DTOL	
2481	Eulima	bilineata	Eulimidae	DTOL	DTOL	
2484	Lysidice	unicornis	Eunicidae	DTOL	DTOL	
2485	Marphysa	sanguinea	Eunicidae	DTOL	DTOL	
2487	Eupelmus	vesicularis	Eupelmidae	DTOL	DTOL	
2488	Euphorbia	amygdaloides	Euphorbiaceae		DTOL	
2489	Euphorbia	exigua	Euphorbiaceae		DTOL	
2490	Euphorbia	helioscopia	Euphorbiaceae		DTOL	
2491	Euphorbia	paralias	Euphorbiaceae		DTOL	
2492	Euphorbia	peplis	Euphorbiaceae		DTOL	
2493	Euphorbia	platyphyllos	Euphorbiaceae		DTOL	
2494	Euphorbia	portlandica	Euphorbiaceae		DTOL	
2495	Euphorbia	stricta	Euphorbiaceae		DTOL	
2496	Mercurialis	perennis	Euphorbiaceae		DTOL	
2497	Euphorbia	peplus	Euphorbiaceae	DTOL	DTOL	
